,Tweet_text,date,username,retweets,hashtags,uni_handle,compound,Sentiment
1062,"Zuarinagar, Goa BITS Pilani Goa Campus, please search on maps. Thanks",2020-01-16 18:33:33+00:00,sgekar,0,,0.0,0.6369,Positive
1063,"Journeys begin with a single step, you started yours and here we are to help you accelerate. Keep pace, as Conquest makes a comeback. Visit http://conquest.org.in/ to know more. #startup #mentoring #investor #BITSPilani #accelerator",2020-01-16 18:06:15+00:00,ConquestBITS,7,#startup #mentoring #investor #BITSPilani #accelerator,0.0,0.4019,Positive
1064,Check out my latest article: BGM 2020 @BITS Pilani KK Birla Goa Campus https://www.linkedin.com/pulse/bgm-2020-bits-pilani-kk-birla-goa-campus-mohan-s-raghavan via @LinkedIn,2020-01-16 17:27:51+00:00,SMohanrag,0,,0.0,0.4995,Positive
1065,"I recall a Physics Lecture while at BITS Pilani in late sixties when the entire class of 60+ students staged a 'Mass Bunking' &amp; I was alone, the only one in the class, which the Prof conducted. I, ofcourse became the Target of my classmates, with comments like 'Chamcha' etc.",2020-01-16 16:42:36+00:00,KRPrithviRaj,0,,0.0,0.128,Positive
1066,"Look at the brighter side of life, it’s so pleasant and see the Sun smiling for you & birds singing for you...... Makar Sankranti celebration was fun..with you guys #bitspilani #makarsankranti #pilanidiaries… https://www.instagram.com/p/B7Yy_PRlPMS/?igshid=1mdjl7w819pqo",2020-01-16 16:35:52+00:00,ANANTKU63089114,0,#bitspilani #makarsankranti #pilanidiaries,0.0,0.8702,Positive
1067,#CollegeDays #BGM2020 #ReunionSong #BITSPilani @BITSAA Let's relive those wonderful days of our Alma Mater through this simple yet nostalgic song written by Ashish Jog (83 batch) and composed/sung by Pratik Maheshwari http://bit.ly/BGM2020song (YouTube Channel: petivaadak),2020-01-16 14:31:44+00:00,deannattu,0,#CollegeDays #BGM2020 #ReunionSong #BITSPilani,0.0,0.5719,Positive
1068,#CollegeDays #BGM2020 #ReunionSong #BITSPilani Let's relive those wonderful days of our Alma Mater through this simple yet nostalgic song written by Ashish Jog (83 batch) and composed/sung by Pratik Maheshwari Check out the complete video (3:54... ,2020-01-16 14:30:42+00:00,deannattu,2,#CollegeDays #BGM2020 #ReunionSong #BITSPilani,0.0,0.5719,Positive
1069,"not true pure private institute are not oblique to have reservation eg bits Pilani, Manipal etc.",2020-01-16 07:25:34+00:00,MaithiliK5,0,,0.0,-0.3252,Negative
1070,#CollegeDays #BGM2020 #ReunionSong #BITSPilani Let's relive those wonderful days of our Alma Mater through this simple yet nostalgic song written by Ashish Jog sir (83 batch) and composed/sung by me. Check out the complete video (3:54 mins) here: http://bit.ly/BGM2020song,2020-01-16 05:43:02+00:00,petivaadak,3,#CollegeDays #BGM2020 #ReunionSong #BITSPilani,0.0,0.5719,Positive
1071,"BITS-Pilani lags behind IIT at this too. What an ""eminent"" institute! https://youtu.be/iymYNVyc5_M",2020-01-16 05:03:22+00:00,KaivalyaRawal,0,,0.0,-0.4199,Negative
1072,"Story of misbehavings happened to me in bitspilani in 2011,when i was doing mba there,i was forcibly failed there even though filled up the answer sheet,clothes torn by saumik saha,abused by girls and boys,raghunathansir did not allow me to enter class. #bitspilaniabuse",2020-01-15 22:14:58+00:00,Parth14402528,0,#bitspilaniabuse,0.0,-0.7154,Negative
1073,"BITSAT 2020 Application Form Released for Admission at BITS Pilani, Goa and Hyderabad Campus ",2020-01-15 14:32:32+00:00,careeraftergrad,0,,0.0,0.0,Neutral
1074,"@Sumit1702811 Hello sir, I'm himanshu Singh from BITS Pilani Goa we would like to associate with Khelmart for India's biggest intercollegiate sports fest SPREE. Should I mail a formal proposal,sir?",2020-01-14 18:16:38+00:00,_singhhimanshu_,0,,0.0,0.3612,Positive
1075,"BITS Pilani, recognized as an Institute of Eminence by MHRD, is India’s leading Institute of Higher Education and a deemed to be university, with an illustrious legacy, modern campuses and eminent alumni in leadership positions across the world. #BITSAT http://blog.deekshaclasses.com/2020/bitsat-2020-application-form-released-know-how-to-apply-eligibility-important-dates/",2020-01-14 06:04:11+00:00,deekshaclasses,0,#BITSAT,0.0,0.0,Neutral
1076,Did you guys hear it yet? BITSAT 2020 is going to release its official notification very soon! How are you feeling guys? Tell us NOW! http://bit.ly/2TjYXy7 #bitsatexam2020 #bitsat #bitspilani #notifications #math #mathstudents #maths #bitsatmaths #bitsat2020,2020-01-14 04:52:08+00:00,myPAT_india,1,#bitsatexam2020 #bitsat #bitspilani #notifications #math #mathstudents #maths #bitsatmaths #bitsat2020,0.0,0.3493,Positive
1077,"While #pinkcity is flying today , we are flying to Goa for a week long fun with BITS Pilani batchmates and than BITSAA Global Alumni Meet: BGM 2020 - Goa [Jan 17-19, 2020] #happymakarsakranti ! First time we are... https://www.facebook.com/1448049940/posts/10221707193016253/",2020-01-14 02:37:12+00:00,guptakailash,0,#pinkcity #happymakarsakranti,0.0,0.5562,Positive
1078,"BITS Pilani Recruitment 2020: Junior Research Fellow vacancies: 25,000 https://go.dsmenders.com/bits-pilani-recruitment-2020-junior-research-fellow-vacancies-25000/",2020-01-13 22:57:51+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1079,"BITSAT 2020 Application Form Released for Admission at BITS Pilani, Goa and Hyderabad Campus https://www.aftergraduation.co.in/bitsat-2020-application-form-released-for-admission-at-bits-pilani-goa-and-hyderabad-campus/",2020-01-13 13:37:10+00:00,careeraftergrad,0,,0.0,0.0,Neutral
1080,"I’ll add one more I went to Bits pilani, Bits pilani goa campus @metallicalfa",2020-01-13 12:54:06+00:00,soni_suhaib,0,,0.0,0.0,Neutral
1081,100+ Students from more than 30 Indian and overseas schools came together at ‘Infinity – The Ultimate Championship’ hosted by Aditya Birla World Academy in association with BITS Pilani on the 10th and 11th of January. (1/4) ,2020-01-13 11:44:05+00:00,ABWATweets,1,,0.0,0.0,Neutral
1082,"#BITSAT2020 Application Form Released For BE/BPharma/MSc Admission At BITS Pilani, @BITSPilaniGoa And Hyderabad Campus. Check @bitspilaniindia Admission Process &amp; Schedule, Eligibility, Application Form, #BITSAT Exam Pattern, Cutoff Score. #BITSAdmission https://www.aftergraduation.co.in/bitsat-2020-application-form-released-for-admission-at-bits-pilani-goa-and-hyderabad-campus/",2020-01-13 10:47:48+00:00,careeraftergrad,1,#BITSAT2020 #BITSAT #BITSAdmission,0.0,0.0,Neutral
1083,"And btw, this guy @Arceus9509 have a degree in computer science from BITS Pilani and a diploma in physics from NISER Bhubaneswar. So yeah..Think twice before acting priggish for you degree in politics.",2020-01-13 07:41:54+00:00,FascistBrahmin,0,,0.0,0.0,Neutral
1084,"Download Physics, Chemistry, Mathematics & English BITSAT Syllabus of 2020 in pfd format | https://nextincareer.com/bitsat-syllabus-2020/ #bitsat #bitsatsyllabus #bitsatsyllabus2020 BITS Pilani",2020-01-13 04:35:33+00:00,NextInCareer,0,#bitsat #bitsatsyllabus #bitsatsyllabus2020,0.0,0.0,Neutral
1085,"“BGM 2020"" Mobile App for iOS and Android. iOS: https://apple.co/301LKLX Android: https://bit.ly/2T6vdVC you can check out the goings on at the BGM! #bgm2020goa #bitspilani #bitsaa",2020-01-13 04:06:51+00:00,BGM2020Goa,5,#bgm2020goa #bitspilani #bitsaa,0.0,0.0,Neutral
1086,"Masters in Pharmaceutical Chemistry from BITS Pilani, Pilani Campus, working as a Consultant at a Healthcare Management Consulting firm. Proud nationalist and a proud Sanghi too. Jai Hind. Vande Mataram",2020-01-12 16:23:38+00:00,pkanade,0,,0.0,0.7351,Positive
1087,Generally speaking the Police are like this only.We had a student's strike in BITS PILANI in circa 1979-80 &amp; the manner it was pulverised (myself suffer head injury) was similar to the above.,2020-01-12 15:42:26+00:00,UttamLatey,0,,0.0,-0.6486,Negative
1088,Engineering from BITS Pilani. Masters in Economics. Working as a Data Scientist.,2020-01-12 14:38:51+00:00,pranavmishraji,0,,0.0,0.0,Neutral
1089,"M. TECH from BITS Pilani, Chartered Engineer, MIE, MBA, PMP, ITIL #Sangi",2020-01-12 12:26:57+00:00,Ganesa_Soldier,0,#Sangi,0.0,0.0,Neutral
1090,Bachelors in Mech Engg Masters in Economics BITS Pilani Graduate. Worked with Google Working now with Amazon Manager. Proud bhakt and Sanghi. ,2020-01-12 11:31:47+00:00,suryatej_borra,0,,0.0,0.5859,Positive
1091,and my brother is http://B.Tech from BITS Pilani... wo bhi #Sanghi hai,2020-01-12 11:06:41+00:00,IndoreWaleBhiya,0,#Sanghi,0.0,0.0,Neutral
1092,"BITSAT 2020 Application Form Released for Admission at BITS Pilani, Goa and Hyderabad Campus ",2020-01-12 09:37:51+00:00,careeraftergrad,0,,0.0,0.0,Neutral
1093,"Guest of honor Mr Prashanth Sinha, incubator manager, BITS-PILANI with IPE Startupedia : The National level Startup Event. #ipe #ipestartupedia #startupedia #Hyderabad",2020-01-11 18:15:24+00:00,IPEStartupedia,0,#ipe #ipestartupedia #startupedia #Hyderabad,0.0,0.4939,Positive
1094,BITSAT-2020 Please visit https://www.bitsadmission.com to apply BITSAT-2020 . All information about admission at BITS Pilani will be available on https://www.bitsadmission.com website only. BITSAT-2020 Brochure: https://www.bits-pilani.ac.in/Uploads/BITSAT-2020/BITSAT-2020-Brochure.pdf #BITSPilani #BITSAT #BITSAT2020 #bitsadmission,2020-01-11 16:23:11+00:00,bitspilaniindia,4,#BITSPilani #BITSAT #BITSAT2020 #bitsadmission,1.0,0.3182,Positive
1095,DAY IN THE LIFE AT BITS GOA | BITS GOA CAMPUS | CURIOUS HARISH https://youtu.be/tBJWOzZNQ5A via @YouTube #bits #bitspilani #goa #bitsgoa #bitsat,2020-01-11 12:59:01+00:00,HarishUthayaku3,0,#bits #bitspilani #goa #bitsgoa #bitsat,0.0,0.4648,Positive
1096,My junior who did “inter” from BITS Pilani based on his grandfather’s recommendation ,2020-01-11 08:32:51+00:00,nimmajji,0,,0.0,0.0,Neutral
1097,Probably how to repay the education loan,2020-01-11 08:27:32+00:00,RkumarPande,0,,0.0,0.0,Neutral
1098,Wondering what students at @BITS_Pilani are thinking about what's going on in other universities. #BITS,2020-01-11 07:34:36+00:00,Pranav10Rai,0,#BITS,0.0,0.0,Neutral
1099,"BITS Pilani, K K Birla Goa Campus professor's work shows anti-malarial drug’s potential in treating lung cancer Read more at: https://timesofindia.indiatimes.com/city/goa/bits-profs-work-shows-anti-malarial-drugs-potential-in-treating-lung-cancer/articleshow/73196566.cms #BITSPilani ",2020-01-11 07:33:50+00:00,bitspilaniindia,8,#BITSPilani,1.0,-0.6597,Negative
1100,"2 or 3 universities (known for their left inclination) don't represent entire youth of India. Go to all IITs , NITs , IIITs, BITs Pilani all campuses and then make an assessment.",2020-01-11 06:54:12+00:00,anshuld90,0,,0.0,0.0,Neutral
1101,"Panel discussion topic - Startup Cloud Burst. The panel consisted of Mr Sandip poddar,MD co-founder, Tausch Technologies Pvt Ltd, Mr Raj Samala, founder, Revalsys Technologies, Mr Prashanth Sinha, incubator manager, BITS-PILANI and Dr Sridhar Raj, Associate Prof. IPE ",2020-01-10 18:00:20+00:00,IPEStartupedia,0,,0.0,0.0,Neutral
1102,"BE, MBA then MS from BITS Pilani, working in a top notch Aerospace and Defence company A proud desh bhakt, Modi bhakt But you win thumbs down in sadakchhap gaali galoj .@anuragkashyap72",2020-01-10 07:26:47+00:00,twajit,0,,0.0,0.8338,Positive
1103,"JNU ap jaison ko mubarak ho.. elder one had 10 cgpa in tenth, 95% in 12th.. at BITS Pilani now.. younger had 97% in class tenth..aspires only for for IIT and BITS.",2020-01-10 07:00:03+00:00,anurajvanshi,0,,0.0,0.0,Neutral
1104,I helped twice. Once a boy who is returning from BITS Pilani to Bangalore via Chennai. He lost his suitcase. He had train ticket but money was in the suit case. I bought him food and paid money for his auto from station to his home.,2020-01-09 20:55:14+00:00,calgarysiva,0,,0.0,-0.1655,Negative
1105,"Computer Science graduate (BE) from BITS Pilani, Madhur Khandelwal has done his Masters in Computer Science ... ",2020-01-09 20:03:38+00:00,thinkLBN,0,,0.0,0.0,Neutral
1106,"You went to school & learnt MC, BC & invented more gaalis & learnt how to spread it wild through TV with sex? Thats your only contribution to the world you jerk. I went to convent, Comp Sci topper at BITS Pilani, working in best software company of the world: 9 years. BHAKT ",2020-01-09 10:02:36+00:00,avd122,2,,0.0,0.4215,Positive
1107,There are pics from BITS Pilani as well on BITS FB page.,2020-01-09 03:56:35+00:00,akgoyal,0,,0.0,0.2732,Positive
1108,"(1/2) Dear all, the protest observed by us at BITS Pilani on 7th evening was a solidarity gathering. Individuals gathered in their individual capacity as responsible citizens of the country to condemn the incidence of violence against students across the country.... cont..",2020-01-08 22:06:50+00:00,BhattiPriyanka,0,,0.0,-0.3818,Negative
1109,BITS Pilani in the House! ,2020-01-08 16:39:08+00:00,InformedIndian,0,,0.0,0.0,Neutral
1110,"My alma mater #BITSPilani finally speaking against the violence in campuses and the right to dissent/speak. Disclaimers notwithstanding,obviously due to the bully that the Insti is, I still think it's a huge step and heroic of the participants to voice their support. Well done ! ",2020-01-08 16:00:28+00:00,Ratobus,0,#BITSPilani,0.0,0.4003,Positive
1111,"BITS Pilani Jobs 2020 – Rs. 31,000 Salary – Various Vacancy https://go.dsmenders.com/bits-pilani-jobs-2020-rs-31000-salary-various-vacancy/",2020-01-08 14:30:31+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1112,Violence is never the solution @BITS Pilani https://www.instagram.com/p/B7D0m1YnwBZ/?igshid=19dl334hcl0hy,2020-01-08 13:05:56+00:00,NikhilRuban,0,,0.0,-0.7237,Negative
1113,"The CAT 2019 result saw no female candidate among the list of 21 CAT toppers. A student of BITS Pilani topped among the female candidates, scoring 99.86%ile. Check her prep tips #CAT2019Result https://www.shiksha.com/mba/articles/cat-2019-topper-interview-99-86-iler-srishti-banzal-shares-her-key-to-success-blogId-28293",2020-01-08 12:29:41+00:00,ShikshaDotCom,0,#CAT2019Result,0.0,-0.296,Negative
1114,Same India Today that has kept VIT as the number 1 engineering college in our country for God knows how many years in a row. Even better than BITS Pilani etc apparently. India Today will twist the narrative to the side that has most money. Do not believe them! #VITAlum,2020-01-08 12:07:20+00:00,AmruthPrakash,0,#VITAlum,0.0,0.68,Positive
1115,"http://www.pressreleasecompany.co.uk/finance/education-loans-new-cool-way-indian/ BITS Pilani Courses So in today’s work, if someone wished to take up any of the BITS Pilani Courses, they need to worry about the payment options but keep their minds focused on the education. Students’ loans today are easier to get... ",2020-01-08 10:03:22+00:00,kamleshyesweus,0,,0.0,0.7311,Positive
1116,"A peaceful demonstration against student violence at BITS Pilani, following brutal attacks on JNU students. Proud to be a part of the BITSian community. We stand with you. #JNUViolence",2020-01-08 10:00:59+00:00,shrshdhnkr,0,#JNUViolence,0.0,-0.6597,Negative
1117,BITS Pilani joins the agitation .,2020-01-08 08:46:13+00:00,Kishlaysharma,1,,0.0,-0.25,Negative
1118,"Keep counting, the latest are St. Stephen's College, Delhi and BITS Pilani.",2020-01-08 08:29:42+00:00,aunahmed,0,,0.0,0.0,Neutral
1119,"BITS Pilani Recruitment 2020: 31,000 Salary – Junior Research Fellow Posts https://go.dsmenders.com/bits-pilani-recruitment-2020-31000-salary-junior-research-fellow-posts/",2020-01-08 07:25:24+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1120,"Batch of 2010 & 2011 from Hyderabad Campus - Join us for a reunion on Jan 25, 2020 Please register in the link below https://lnkd.in/f5k3-qb #bitspilani #bitsian #BITSAlumniRelations",2020-01-08 07:16:12+00:00,bitspilaniindia,6,#bitspilani #bitsian #BITSAlumniRelations,1.0,0.5423,Positive
1121,"BITS Pilani Recruitment 2020 – Junior Research Fellow Post – 31,000 Salary https://go.dsmenders.com/bits-pilani-recruitment-2020-junior-research-fellow-post-31000-salary/",2020-01-08 06:37:51+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1122,"@Airtel_Presence I'm experiencing very low speeds in my area (BITS Pilani, Hyderabad Campus), Shameerpet, Hyd. Pls fix it.",2020-01-08 05:16:28+00:00,sritanmay_,0,,0.0,-0.2716,Negative
1123,"We, a group of concerned individuals from BITS Pilani, organised a silent candle light protest today, against the increasing attacks on students across various institutes of the country, the latest being JNU.Represented views were purely personal and may not be of the institute. ",2020-01-07 20:42:42+00:00,BhattiPriyanka,300,,0.0,-0.5994,Negative
1124,So so so so mega proud of my bestie @BhattiPriyanka who organised one of the first and only protests against violence on students today in the privileged af campus of BITS PILANI. Ladki ne bohot mast kaam kiya hai woh bhi akele. Himmat toh dekho. ,2020-01-07 19:38:14+00:00,toteytoteygang,0,,0.0,0.1386,Positive
1125,"In solidarity with Universities where violence happened, we held a peaceful candle light protest at BITS Pilani. #JNUattack",2020-01-07 16:00:30+00:00,Zafarismo,2,#JNUattack,0.0,-0.1779,Negative
1126,http://www.wordpressrelease.co.uk/education/eduvanz-the-revolution-in-the-field-of-education/ Scholarship at BITS Pilani The Scholarship at BITS Pilani has made it possible for several students to be a part of the university life and achieve great success in the future. Candidates who put in the effort to understand and learn the required... ,2020-01-07 13:31:16+00:00,kamleshyesweus,0,,0.0,0.8316,Positive
1127,"https://eduvanz.site123.me/articles/company-profile-eduvanzcom-scholarship-at-bits-pilani Scholarship at Bits Pilani Getting loans from a reputed and experienced loan provider, such as http://Eduvanz.com, lowers the chances of any possible hoax through the online procedure. Every step is quite transparent and very easy to understand...",2020-01-07 13:19:14+00:00,kamleshyesweus,0,,0.0,0.3384,Positive
1128,"http://yesweus.wikidot.com/company-profile-eduvanz-bits-pilani-courses Bits Pilani Courses Except for these, there are various other Bits Pilani Courses. The way concepts are taught in this college has become one of India’s most prestigious universities. Students who have graduated or done their PG here are brilliant... ",2020-01-07 13:13:58+00:00,kamleshyesweus,0,,0.0,0.5859,Positive
1129,"Mr. Giridhar Kunkur, Librarian, BITS Pilani Library received Wiley Library Award 2019 Read More : https://www.facebook.com/universitybitspilani/photos/a.195362083892066/2742754945819421/?type=3&amp;av=194107694017505&amp;eav=AfZ5TnoDBOCROTfI3er5FcX4wS_qc9-lUFGJKdC9Gw-7HjsOC359M8bb8d8-oXto51w&amp;theater #BITSPilani ",2020-01-07 10:48:27+00:00,bitspilaniindia,6,#BITSPilani,1.0,0.5423,Positive
1130,BIO 101 was a compulsory course at BITS Pilani during my 1st year in 2001 and even before that really. @srini091 might know.,2020-01-07 10:20:57+00:00,akgoyal,0,,0.0,0.0,Neutral
1131,"BITS Pilani, pkease join in large numbers today! ",2020-01-07 09:35:05+00:00,BhattiPriyanka,2,,0.0,0.3595,Positive
1132,"BITS Pilani Recruitment 2020 – Rs. 31,000 – 35,000 Salary – Various Vacancy https://go.dsmenders.com/bits-pilani-recruitment-2020-rs-31000-35000-salary-various-vacancy/",2020-01-07 09:00:43+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1133,"https://www.linkedin.com/pulse/study-now-pay-later-convenience-loan-rihanna-d-souza/ BITS Pilani Hyderabad An engineering aspirant can worry about getting into BITS Pilani Hyderabad today, the repayment of the education loan after the college course is done. The ways of life are just a lot easier when there is a loan involved.... ",2020-01-07 06:58:12+00:00,kamleshyesweus,0,,0.0,-0.0258,Neutral
1134,"https://sites.google.com/yesweus.com/eduvanz/company-profile-eduvanz-bits-pilani-hyderabad BITS Pilani Hyderabad The course offers a versatile future and is a feasible option for anyone who is looking to explore the world of science. There each college has its own unique qualities, and the beauty is there are many to pick from... ",2020-01-07 06:27:29+00:00,kamleshyesweus,0,,0.0,0.5859,Positive
1135,"Learning to build nimble products and applications came easily to Prakash Ramachandran, CTO of BYJU'S, who’s a rare CXO in today’s startup world – and doesn’t have a coveted IIT or BITS Pilani tag. @BYJUS #TechieTuesday",2020-01-07 04:35:35+00:00,YourStoryCo,1,#TechieTuesday,0.0,0.34,Positive
1136,Oh the OASIS term used in BITS Pilani may be true ,2020-01-07 04:30:59+00:00,Thiraivimarsaga,0,,0.0,0.4215,Positive
1137,"#Manish_Jha, B.A., LL.B. 4th Semester student of IMS Law College, Noida participated in the Delhi Regionals of ""#VERBA_MAXIMUS""-the Annual Fest of BITS Pilani, Hyderabad held at DTU on 4th Jan 2020 &amp; won SECOND PRIZE in the English Debate Competition.#IMSNoida #IMSLAWCOLLEGE",2020-01-07 04:09:23+00:00,ims_noida,0,#Manish_Jha #VERBA_MAXIMUS #IMSNoida #IMSLAWCOLLEGE,0.0,0.8286,Positive
1138,"So today's the first day of a new semester here at BITS Pilani, Hyderabad campus. Let's see what exciting is gonna happen this sem.",2020-01-07 02:02:36+00:00,ksc_3899,0,,0.0,0.4939,Positive
1139,"BITS, Pilani won the digitally transformed academic awardPondicherry University librarian wins leadership award | Puducherry News - Times of India ",2020-01-06 15:44:32+00:00,prasadpn,0,,0.0,0.8979,Positive
1140,"BITS Pilani Jobs 2020 – Research Associate vacancies – 47,000 Salary https://go.dsmenders.com/bits-pilani-jobs-2020-research-associate-vacancies-47000-salary/",2020-01-06 15:07:54+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1141,"Infinity, 2020 will be held at Birla Aurora Century Bhavan and will be headed by Dr. James Tanton, Mathematician in Residence at the Mathematical Association of America in Washington D.C.; Dr. Ranendra. N. Saha, Director of BITS Pilani Dubai Campus; (2/3)",2020-01-06 11:24:20+00:00,ABWATweets,1,,0.0,0.0,Neutral
1142,One of my portfolio companies got a new CTO (BITS Pilani) and CFO (ex-BSE). It already got a new CEO last year. Its a duopoly. Looking forward to how they execute on the new vision they have laid !,2020-01-05 20:34:25+00:00,LotusDewHQ,0,,0.0,0.3164,Positive
1143,"Thread - I don't know how true is that, but 30 years ago, a relative of mine told me this about BITS Pilani: During initial days of institute there were lots of student protests. Once situation became very critical due to complete boycott by students (1/3) #SOSJNU #JNUProtests",2020-01-05 15:46:19+00:00,agrawalp2001,31,#SOSJNU #JNUProtests,0.0,-0.8539,Negative
1144,"Sir , students of post graduation in BITS Pilani with qualification of GATE not getting stipend on time , pl do needful. ",2020-01-05 05:55:49+00:00,virendr48384977,0,,0.0,0.0,Neutral
1145,OCLC PICA > VDX (library software) > Library > Google Books > Talks at Google > App Inventor for Android > Google Search Console > Timeline of Google Search > Google Summer of Code > BITS Pilani Hyderabad Campus &gt; Billiards &gt; WPA World Nine-ball Championship &gt; Bi Zhu Qing &gt; China,2020-01-04 14:14:04+00:00,wikipediachain,0,,0.0,0.4404,Positive
1146,the RESERVE BANCA of INDIA should be having a BIG HEART to be accommodating all the models / & PAY THEM WELL / life is not all about GOING TO AMERICA & cleaning toilets & working in massage centres with 89% MARKS & MAY BE FROM BITS PILANI sometimes ? um* INR * USD * AUD * CBI * &amp; ,2020-01-04 13:28:31+00:00,um_earthCare,1,,0.0,0.7672,Positive
1147,"BITS Pilani Jobs 2020: 31,000 Salary – Junior Research Fellow, Check job details here https://go.dsmenders.com/bits-pilani-jobs-2020-31000-salary-junior-research-fellow-check-job-details-here/",2020-01-04 13:27:48+00:00,GoNewsIndia1,0,,0.0,0.0,Neutral
1148,"Indian Institute of Science (IISc) in the public sector, and Manipal Academy of Higher Education and BITS Pilani in the private sector, while the Jio Institute by Reliance Foundation was given the tag in Greenfield category.",2020-01-04 10:55:01+00:00,BhattTweet,0,,0.0,0.0,Neutral
1149,"9 years of Silver Jubilee of batchmates and it’s time to meet batchmates again for RU1980 ( Goa 15-16, 2020 ) and BITSAA Global Alumni Meet: BGM 2020 - Goa [Jan 17-19, 2020] See you guys BITS Pilani - Class of 1980 https://www.facebook.com/story.php?story_fbid=10221608336584904&amp;id=1448049940",2020-01-04 08:09:50+00:00,guptakailash,1,,0.0,0.0,Neutral
1150,Old memories #BITSPilani. Thanks Rajat Jain 73/88 de #VU2MUE #VU2MUEPilani,2020-01-04 06:34:13+00:00,vu2mue,0,#BITSPilani #VU2MUE #VU2MUEPilani,0.0,0.4404,Positive
1151,Well researched article on Why CAA. Written by an IAS officer and BITS Pilani grad. Sanjay DIxit. Every word should be read. Why India Giving Citizenship To Pakistan/Bangladesh Minorities Is A Cause For Distress To Pakistan — Medina Project Getting... ,2020-01-04 01:24:31+00:00,bjpkrishnathani,0,,0.0,0.0258,Neutral
1152,@entrancezone https://www.bitsadmission.com is the only admission website for BITSAT 2020 details. All information about admission at BITS Pilani will be available on this website only. All other websites falsely claiming to be BITSAT website are not ours and to be used with caution. ,2020-01-03 18:44:11+00:00,twitabhinandan,0,,0.0,0.0,Neutral
1153,"Got to meet @VishnuYS in our office. Yet another successful @StrideText alum, who is pursuing his higher education at BITS Pilani. These are the guys who make me proud, and send me the warm reminder about the amazing journey it has been so far. ",2020-01-03 16:00:06+00:00,vjkant,0,,0.0,0.9118,Positive
1154,"It’s time to exercise your brain and put your mathematical knowledge and acumen into play! We’re bringing the ultimate math championship to you in association with BITS Pilani, held on 10th and 11th of January, 2020 at BIRLA AURORA CENTURY BHAVAN! #mathematics #BITSPilani ",2020-01-03 12:28:11+00:00,ABWATweets,1,#mathematics #BITSPilani,0.0,0.7081,Positive
1155,Applications are invited for one post of Research Associate in the DST sponsored research project. Read More: https://www.bits-pilani.ac.in/uploads/Pilani_Upload/Department_of_Civil_Engineering/Advt-for-RA-3-Jan-2020.pdf #BITSPilani #RA #ResearchAssociate,2020-01-03 11:00:20+00:00,bitspilaniindia,4,#BITSPilani #RA #ResearchAssociate,1.0,0.0,Neutral
1156,To all those aspiring for admission Bits Pilani https://www.facebook.com/story.php?story_fbid=10221596882498559&amp;id=1448049940,2020-01-03 03:01:13+00:00,guptakailash,0,,0.0,0.0,Neutral
1157,"Ministry of HRD, Govt. of India has ranked IEM Jaipur (School of Engineering and Management under University of Engineering & Management (UEM), Jaipur) in top 5 in North West region ahead of BITS Pilani and University of Rajasthan. ",2020-01-03 02:55:27+00:00,Jaipur_Uem,0,,0.0,0.2023,Positive
1158,Our founder and CEO Nitin Bhalla recently got a privilege to be a part of the Global Innovation School Award 2019 hosted by Bits Pilani Dubai on 23rd November 2019. We were honored to present our journey as a successful startup amongst school directors and principals. ,2020-01-02 12:53:31+00:00,kregzo,0,,0.0,0.9451,Positive
1159,What a pleasant surprise to receive this from the alma mater. #bits #bitspilani ,2020-01-02 12:20:04+00:00,0jasds,1,#bits #bitspilani,0.0,0.6597,Positive
1160,"It’s time to exercise your brain and put your mathematical knowledge and acumen into play! We’re bringing the ultimate math championship to you in association with BITS Pilani, held on 10th and 11th of January, 2020 at BIRLA AURORA CENTURY BHAVAN! #mathematics #BITSPilani ",2020-01-02 11:43:42+00:00,ABWATweets,0,#mathematics #BITSPilani,0.0,0.7081,Positive
1161,BITSAT 2020 notification will be coming soon. https://www.bitsadmission.com is the only admission website for BITSAT 2020 details. All information about admission at BITS Pilani will be available on this website only. #BITSPilani #BITSAT2020 #BITSAT #BITSAdmission #admission,2020-01-02 05:37:54+00:00,bitspilaniindia,5,#BITSPilani #BITSAT2020 #BITSAT #BITSAdmission #admission,1.0,0.0,Neutral
1162,My 2010s graduated from @BITS_Pilani Built softwares for @hsbc founded @kapwise Looking for exciting decade of 2020's,2020-01-01 19:26:10+00:00,aayush_aggarwal,0,,0.0,0.4939,Positive
1163,"Introducing ""HelloSkills"", an Edu-Tech Venture that I along with my friends from BITS Pilani have started to solve a huge problem of career assessment and skill-deficiency within the Youth of India. . . We aim... https://www.facebook.com/iamiftekharahmed/posts/1416167891897383",2020-01-01 16:40:16+00:00,iftiseo,0,,0.0,0.5423,Positive
1164,You forgot about HGGL,2020-01-01 09:38:40+00:00,abhyuditjain,0,,0.0,0.0,Neutral
1165,This Decade in a nutshell(not in any sequence): - Got super lucky & married @Sonia_Motwani_ - Grateful to graduate from @BITS_Pilani &amp; make friends for life - Founded http://Cubito.in and learned what not to do while starting up 1/2,2020-01-01 04:44:16+00:00,akhil_bits,0,,0.0,0.9153,Positive
