,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
480,480,Indian-Institute-of-Technology-Madras-IITM,Will the light rail service be beneficial for Chennai if it connects Tambaram and Velachery?,1,1,1/1,No,Followed,2019-09-29,https://www.quora.com/Will-the-light-rail-service-be-beneficial-for-Chennai-if-it-connects-Tambaram-and-Velachery,"The proposal is at a very nascent stage and the details will be finalised only after the feasibility study is complete, as reported by The Hindu dated 27–09–2019. It is too early to say whether it will be beneficial or not. ",0.4404,Positive,4,0.011494252873563218,0,4
481,481,Indian-Institute-of-Technology-Madras-IITM,How is the quality of education in IIT Madras (Chennai)?,1,1,1/1,No,Followed,2019-09-28,https://www.quora.com/How-is-the-quality-of-education-in-IIT-Madras-Chennai,"Wonderful! You look at the Madras IITian alumni’s career success. It's due to the high quality education that we got in the remarkable place. It's German collaboratorated institute and third IIT in India. With awesome research park, eminent faculty, fastest computing hub, central library, equipped labs, comfortable hostels and mess and a vast 620 acres campus with dark green (you don't feel like you are in Chennai while in IIT Madras) and wildlife. Regards, Proud IIT Madrasi (IITMian) ",0.9594,Positive,5,0.011494252873563218,0,5
482,482,Indian-Institute-of-Technology-Madras-IITM,Which is the best option among engineering design in IIT Madras or applied mathematics in IIT Roorkee or MNC in IIT Dhanbad?,4,1,4/1,Yes,Followed,2019-09-20,https://www.quora.com/Which-is-the-best-option-among-engineering-design-in-IIT-Madras-or-applied-mathematics-in-IIT-Roorkee-or-MNC-in-IIT-Dhanbad,Undoubtedly IIT MADRAS Engg Design. It is core Engineering and IIT MADRAS has earned the First Position as the Best Engg Educational institute in India. Best of luck! ,0.9134,Positive,5,0.04597701149425287,1,5
483,483,Indian-Institute-of-Technology-Madras-IITM,Is IIT Madras good for doing an M.Tech/M.E. for civil engineering?,1,2,1/2,No,Followed,2019-11-06,https://www.quora.com/Is-IIT-Madras-good-for-doing-an-M-Tech-M-E-for-civil-engineering,"I have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become cle Continue ReadingI have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA  Civil engineering is dead in 2019. Period. ",-0.9696,Negative,1,0.011494252873563218,0,1
484,484,Indian-Institute-of-Technology-Madras-IITM,Is it possible to get a seat in IITM through a diploma?,1,1,1/1,No,Followed,2019-09-19,https://www.quora.com/Is-it-possible-to-get-a-seat-in-IITM-through-a-diploma,"Yes Diploma students who have completed their degree, or are in the final year of doing so, are eligible to apply for JEEMain 2020, but will not be givenadmission to NITs and CFTIs. If they qualify JEE Main, they will have to appear for JEE Advanced, and they willbe given admission like class 12th pass students. ",0.765,Positive,5,0.011494252873563218,0,5
485,485,Indian-Institute-of-Technology-Madras-IITM,Can I get my son’s progress report in IIT Madras online?,1,1,1/1,No,Followed,2019-09-17,https://www.quora.com/Can-I-get-my-son-s-progress-report-in-IIT-Madras-online,"Yes.. there is something called viewgrades iitm. You can google, the exact website would pop up. But you need LDAP credentials of your son to view it. ",0.2144,Positive,4,0.011494252873563218,0,4
486,486,Indian-Institute-of-Technology-Madras-IITM,Do M.Tech students at IIT Madras get international placements?,6,2,6/2,No,Followed,2019-09-18,https://www.quora.com/Do-M-Tech-students-at-IIT-Madras-get-international-placements,"NO. If this would start happening then Indian youth not prepare for IIT entrance exam but would rather try to perform well at the GATE exam.  I have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerk Continue ReadingNO. If this would start happening then Indian youth not prepare for IIT entrance exam but would rather try to perform well at the GATE exam.  I have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA. ",-0.9649,Negative,1,0.06896551724137931,1,1
487,487,Indian-Institute-of-Technology-Madras-IITM,Do M.Tech students at IIT Madras get international placements?,6,2,6/2,No,Followed,2019-09-18,https://www.quora.com/Do-M-Tech-students-at-IIT-Madras-get-international-placements,"There are companies that offer international roles and open to Mtech students, but they are mainly in CS roles. But if that's the only thing one is targeting for while getting into IITM Mtech, consider the risk and probability of it happening too. ",-0.3919,Negative,2,0.06896551724137931,1,1
488,488,Indian-Institute-of-Technology-Madras-IITM,"Which IIT is the best for an M.Tech in VLSI with respect to placement and research, IITB, IITKGP, or IITM?",6,1,6/1,Yes,Followed,2019-09-13,https://www.quora.com/Which-IIT-is-the-best-for-an-M-Tech-in-VLSI-with-respect-to-placement-and-research-IITB-IITKGP-or-IITM,"I have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA.  NO VLSI happens in India. Praveen Kumar Singh's post in Indian engg. industry ",-0.8992,Negative,1,0.06896551724137931,1,1
489,489,Indian-Institute-of-Technology-Madras-IITM,Is it possible to study an M.Tech in Aerospace Engineering from IIT Madras having a B.Tech in Civil Engineering?,5,2,5/2,No,Followed,2019-09-13,https://www.quora.com/Is-it-possible-to-study-an-M-Tech-in-Aerospace-Engineering-from-IIT-Madras-having-a-B-Tech-in-Civil-Engineering,"Yes you can,but choose your specialisation wisely.I think aerospace structure will be the best option for you.Combustion Dynamics and control will not suit for civil students. ",0.8402,Positive,5,0.05747126436781609,1,5
490,490,Indian-Institute-of-Technology-Madras-IITM,Is it possible to study an M.Tech in Aerospace Engineering from IIT Madras having a B.Tech in Civil Engineering?,5,2,5/2,No,Followed,2019-09-13,https://www.quora.com/Is-it-possible-to-study-an-M-Tech-in-Aerospace-Engineering-from-IIT-Madras-having-a-B-Tech-in-Civil-Engineering,No….. minimum eligibility criteria is B.Tech/ B.E in Aeronautical/Aerospace/ Mechanical Engineer and GATE Score 600+. ,0.0,Neutral,3,0.05747126436781609,1,3
491,491,Indian-Institute-of-Technology-Madras-IITM,"What are some free things to do in Madras, India?",1,1,1/1,No,Followed,2019-09-12,https://www.quora.com/What-are-some-free-things-to-do-in-Madras-India,"Go to the beach, watch the waves and click pictures. Just sit there and watch the sun rise.   I need nothing more! ",0.0,Neutral,3,0.011494252873563218,0,3
492,492,Indian-Institute-of-Technology-Madras-IITM,What is expected of an essay in IIT Madras’ Humanities and Social Sciences Entrance Examination (HSEE)? Could you please recommend any news articles or op-eds whose diction is of the standards expected in the HSEE?,0,1,0/1,No,Requested,2019-09-11,https://www.quora.com/What-is-expected-of-an-essay-in-IIT-Madras-Humanities-and-Social-Sciences-Entrance-Examination-HSEE-Could-you-please-recommend-any-news-articles-or-op-eds-whose-diction-is-of-the-standards-expected-in-the-HSEE,"Basically two things- Good writing skillsReasonable command on the topic chosen.Writing skills- Firstly, there are various types of essays- Argumentative, descriptive, analytical and others. A topic like ‘Should gender neutral pronouns be used’ is argumentative and must have rhetorical language to prove your point in a convincing way. ‘What was the effect of demonetisation’ is an analytical essay and it is wise to really analyse the consequences of demonetisation rather than attacking it and its proponents. Each type of essay must be written according to the nature of the topic. Restrict your essays to 300–350 words, as beyond a point, quality matters more than quantity. The essay must be coherent and well thought out. Have a structure- introduction, body and conclusion. For this I suggest following a 5–22–3 setup. Choose and outline the essay for five minutes, execute it in 20–22 minutes, check and correct in the time left. Every paragraph should ideally deal with one or two related concepts and any paragraph written must serve a purpose. Be cool. Keep track of time. Think before you use the pen. Generally, try to have a captivating intro and a decisive conclusion. Use connecting words to make it flow. Do not make silly or vitriolic statements. Do not digress excessively. Do not bring any new ideas in the last paragraph. Restrain from including irrelevant information even if it is impressive. Unless you are habituated to it, avoid unnecessarily using complicated words. Having said that, do learn a few useful words and idioms that can help you effectively make your point. Mind your spelling and grammar. There is no need to be perfect but do not make blunders. Handwriting isn't a serious concern, but it should be reasonably legible. Command Carefully choose the topic, do not rush. Make sure that you have adequate insight and background knowledge on that topic. Recommendations Editorials, appropriate blogs, magazines. I personally do not think op-eds will help you with the essay as they are leisurely and personal while the essay is usually written with more rigour and pace. Do read long articles, but do not forget that your essay is better short than long. Speaking of the standards, it is nowhere near the level of editorials but is definitely above regular school essays. ",0.9678,Positive,5,0.0,0,5
493,493,Indian-Institute-of-Technology-Madras-IITM,How is the placement of an M.Tech in catalyst technology in IIT Madras and what is the scope of catalyst technology in the future?,0,2,0/2,No,Requested,2019-09-10,https://www.quora.com/How-is-the-placement-of-an-M-Tech-in-catalyst-technology-in-IIT-Madras-and-what-is-the-scope-of-catalyst-technology-in-the-future,"Before I explain the placements l scenarios, I would like to share the advantages of choosing this course. This course has both chemistry and chemical engineering background. So you will get knowledge from both fields. Next is the importance of Catalysis in chemical or petroleum industries. If you are from chemical background and are choosing this course, then you are going to be benifited the most because a person with knowledge in both chemical and Catalysis is most likely to get hired as all industries have these two areas most of the time. So, it is a good choice if you are selecting this s Continue ReadingBefore I explain the placements l scenarios, I would like to share the advantages of choosing this course. This course has both chemistry and chemical engineering background. So you will get knowledge from both fields. Next is the importance of Catalysis in chemical or petroleum industries. If you are from chemical background and are choosing this course, then you are going to be benifited the most because a person with knowledge in both chemical and Catalysis is most likely to get hired as all industries have these two areas most of the time. So, it is a good choice if you are selecting this stream. If you are a hardcore maths enthusiast and chemistry doesn't interest you, then probably chemical engineering is the good choice. Coming to placements, the scenerio of on campus recruitment is down even in IITs. So don't rely on campus placement alone. You will be hired in many good companies off campus too. ",0.9849,Positive,5,0.0,0,5
494,494,Indian-Institute-of-Technology-Madras-IITM,How is the placement of an M.Tech in catalyst technology in IIT Madras and what is the scope of catalyst technology in the future?,0,2,0/2,No,Requested,2019-09-10,https://www.quora.com/How-is-the-placement-of-an-M-Tech-in-catalyst-technology-in-IIT-Madras-and-what-is-the-scope-of-catalyst-technology-in-the-future,"I have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become cle Continue ReadingI have been looking at the industry since last 10 years.  I have a negative opinion about Mtech program that is currently running in India. It is a scam. There is NO demand of any such Mtech degree holders in the industry and is forced upon by Indian engineering curriculum on Indian engineering graduates to run the GATE coaching industry. 99.99% of the Indian Mtech degree holders do not get the salary and respect of a researcher in India, they all become clerks in the services based companies.  There is NO demand of such Mtech degree holders in the industry and most of such degree holders become clerks in the services based companies. 2–3 LPA ",-0.952,Negative,1,0.0,0,1
495,495,Indian-Institute-of-Technology-Madras-IITM,Which are some good hospitals near IIT Madras other than the institute hospital?,2,1,2/1,No,Followed,2019-08-31,https://www.quora.com/Which-are-some-good-hospitals-near-IIT-Madras-other-than-the-institute-hospital,"There are many hospitals in and around IIT in Chennai like Fortis Malar in Gandhi Nagar - Adyar, Venkateswara hospital in Nandanam, and Adyar P.M.Hospital opposite to Adyar Bus Depot. They are equipped with good facilities and offer best medical care on 24x7 basis. ",0.9153,Positive,5,0.022988505747126436,1,5
496,496,Indian-Institute-of-Technology-Madras-IITM,Where can I frequently get the workshops and other events information of IIT Madras?,2,1,2/1,No,Followed,2019-08-27,https://www.quora.com/Where-can-I-frequently-get-the-workshops-and-other-events-information-of-IIT-Madras,"Keep track of smail if you are a student of IIT Madras. If you are not a student of IIT Madras, keep track of workkshops in Shaastra, Saarang and Ecell IITM, from their official website. Not sure how others can keep track if not from campus. ",-0.2411,Negative,2,0.022988505747126436,1,1
497,497,Indian-Institute-of-Technology-Madras-IITM,"Will I have access to my Smail ID for IIT Madras forever, even after my graduation?",5,2,5/2,No,Followed,2019-08-25,https://www.quora.com/Will-I-have-access-to-my-Smail-ID-for-IIT-Madras-forever-even-after-my-graduation,"Student email or smail of IIT Madras is only for enrolled students. Generally IIT Madras deactivates smail account within few months of graduation but in case of research scholars (MS/PhD), it may last long as final thesis submission is not time bound. To get an personal email address affiliated to IIT Madras, one can ask the alumni association office. They have recently started an email service to connect alumni, you can have customised email address e.g. (xyz@alumni.iitm.ac.in) provided it has not been taken by someone else. ",0.0,Neutral,3,0.05747126436781609,1,3
498,498,Indian-Institute-of-Technology-Madras-IITM,"Will I have access to my Smail ID for IIT Madras forever, even after my graduation?",5,2,5/2,No,Followed,2019-08-25,https://www.quora.com/Will-I-have-access-to-my-Smail-ID-for-IIT-Madras-forever-even-after-my-graduation,No smail will deactivate after 1 or 2 week of convocation. If you want email ID of IITM forever ask to alumni office. ,-0.2263,Negative,2,0.05747126436781609,1,1
499,499,Indian-Institute-of-Technology-Madras-IITM,Where can I find the IELTS Academy for students at IIT Madras?,1,1,1/1,No,Followed,2019-08-23,https://www.quora.com/Where-can-I-find-the-IELTS-Academy-for-students-at-IIT-Madras,"You can find the IELTS Academy in Chennai in their(IELTS) official website, https://www.ielts.org/. There are two centers for IELTS, both based in Chennai. One is IDP Education - India [1] and the another one is BCEESIPL [2]. The Address for the first one is, IDP Education India Pvt. Ltd., 1st Floor, KPR Tower, New No 2/1 Subba Rao, Avenue, First Street, College Road, Opposite Good, Shepherd School, Nungambakkam, Chennai, Tamil Nadu, 600006, Indiawhile the same for the second one is, BCEESIPL, Talking Technologies, Police Station, 857, Poonamallee High Rd, Opp, Kilpauk, Chennai, Tamil Nadu, 600010, India.Thanks, Arindam Footnotes[1] IELTS - IDP Education - Chennai[2] IELTS - British Council test location - Chennai",0.1779,Positive,3,0.011494252873563218,0,3
500,500,Indian-Institute-of-Technology-Madras-IITM,Why do the Chennai beaches have bioluminescence in seawater suddenly?,2,1,2/1,No,Followed,2019-08-19,https://www.quora.com/Why-do-the-Chennai-beaches-have-bioluminescence-in-seawater-suddenly," The ‘magical glow’ is caused by a high concentration of a micro-plankton called Noctiluca scintillans in the sea. While the sparkle is similar to the fireflies’ glow, the micro-plankton itself cannot be seen by the naked eye as it’s a micro-organism. While the odds are rare, bio luminescence may also be sighted in estuaries and brackish waters where sea water intrusion happens. It is more common in Japan, California in the US and in South American coasts. It is rarely sighted in our coasts, perhaps due to the tidal amplitude. Tidal amplitude disturbs the concentration. For the glow to be visible, there should be a very high concentration, with millions of the particular plankton species coming together. This happens in relatively calm waters. Not in beaches of Chennai where waters are more turbulent. ",0.296,Positive,4,0.022988505747126436,1,5
501,501,Indian-Institute-of-Technology-Madras-IITM,Why does an average doesn't Indian have that respect for IIITH despite it being way better than IITD and IITM (better even if you combine the statistics of IITB+IITD) as far as computer science is considered?,2,1,2/1,No,Followed,2019-08-19,https://www.quora.com/Why-does-an-average-doesnt-Indian-have-that-respect-for-IIITH-despite-it-being-way-better-than-IITD-and-IITM-better-even-if-you-combine-the-statistics-of-IITB-IITD-as-far-as-computer-science-is-considered,"In your question itself you answered your required answer! The fact that IIIT H only has CS dept it lacks the exposure to mass. And secondly IIIT H doesnt believe in showing off the things and publicizing it. Profs even try to convince most of the students to take up research rather than going for job. And here they dont even conduct the internships like most IITs do. The campus and IIIT H family are very small and that itself answers why it isnt known even while being one of the best institute in the country. When I got the admission offer from IIIT H, my neighbors and relatives asked me, “You did not get XYZ(govt) college near the house?”. And the last reason is IIIT H never brag about packages or placements(ironically) it still has best average packages in the country. ",0.9215,Positive,5,0.022988505747126436,1,5
502,502,Indian-Institute-of-Technology-Madras-IITM,Should I drop out of IIT Madras to study music production at the True School of Music?,1,3,1/3,No,Requested,2019-08-17,https://www.quora.com/Should-I-drop-out-of-IIT-Madras-to-study-music-production-at-the-True-School-of-Music,"Nope, I think you should first complete your degree, you might have been getting in to fantasy that music is ocean, life, etc and silome non-sense phrases and getting excited about learning, well, learning music is a good thing to your life, it helps in many aspects and a lot, but music is only 12 alphabets, doing a better music composition takes time, believe me, I have first did my Carnatic music for 8 years on Veena, later I have completed my guitar in Western, flamenco followed, now Ihave completed and giving some small concerts here and there near Tirupati, some temples mostly, music take Continue ReadingNope, I think you should first complete your degree, you might have been getting in to fantasy that music is ocean, life, etc and silome non-sense phrases and getting excited about learning, well, learning music is a good thing to your life, it helps in many aspects and a lot, but music is only 12 alphabets, doing a better music composition takes time, believe me, I have first did my Carnatic music for 8 years on Veena, later I have completed my guitar in Western, flamenco followed, now Ihave completed and giving some small concerts here and there near Tirupati, some temples mostly, music takes time, because it's not like academics, you could easily figure out once if you put some time in weekends and in music practice is only one thing and for that there is no alternative and practice takes time in a regular fashion in a day 1hr and take break for 15 min and like that you have to do in a repeated practices, so it's not a wise decision to drop out, better practice music in parallel, and see where it is going, yourself will figure it out where you are, in the line, and income is almost thin for musicians in beginning career, and also you have to purchase a lot of gadgets to practice and good mood is very essential, without a considerable income you can't, I have faced this, so I could tell you, if you are interested and really serious in music, then first thing you have to do is continue the as usual academics and in parallel every day an hour or two if you spend in practice and take two to five years time to master it, you will get chances to music career, nobody cares music degrees, believe me, the only thing people expects from you as a musician is your performance, and there are some vedios in YouTube, like FL studio, ardour, better check it and install the softwares and try composition in mean free time and when you master it you will be able to make a good compositions, music takes time so no need to sacrifice the present moment and situation, have a consistent basis income first and then you plan the things in music field. ",0.9949,Positive,5,0.011494252873563218,0,5
503,503,Indian-Institute-of-Technology-Madras-IITM,Should I drop out of IIT Madras to study music production at the True School of Music?,1,3,1/3,No,Requested,2019-08-17,https://www.quora.com/Should-I-drop-out-of-IIT-Madras-to-study-music-production-at-the-True-School-of-Music,"Hey Arunima, so this question popped up in my feed because somehow Quora’s algorithm thinks that I give answers about IIT Madras. :) So we are in the same institute. At first, I thought of giving a straight “No”, but then I read your comment. You are a very courageous person to put up details about your health conditions on a public forum. Let me start by telling that I am no expert in giving career advice to people. Heck, I sometimes feel very confused myself about what I want for myself. The first thing I would like to tell you that don’t even think about ending your life again. Screw society, Continue ReadingHey Arunima, so this question popped up in my feed because somehow Quora’s algorithm thinks that I give answers about IIT Madras. :) So we are in the same institute. At first, I thought of giving a straight “No”, but then I read your comment. You are a very courageous person to put up details about your health conditions on a public forum. Let me start by telling that I am no expert in giving career advice to people. Heck, I sometimes feel very confused myself about what I want for myself. The first thing I would like to tell you that don’t even think about ending your life again. Screw society, don’t even think that what others would think. Life is too precious. Don’t give a damn about what anyone else thinks about your choices. I have not been to the Counselling service of IIT Madras, but as far as I know, It sucks. I won’t give any more advice about your health, a better-qualified Psychiatrist/ Counsellor can help you with that. Never shy away from seeking help. All of us make decisions and they have consequences, in your case you are going to make a decision that will affect your career. You and only you can make the final call about your career. I understand that most classes in IIT are extremely boring and Lab-sessions are outdated. I also understand that most corporate jobs are monotonous, I have worked for 2.5 years. So yes, you probably won’t enjoy doing the corporate job. In my case, I like Physics and doing research gives me a sense of fulfillment which I was not able to find during undergrad in Mechanical Engineering. Apart from that, I have a great Mentor who also happens to be a very nice person and scientist. On a lighter note, I am not multi-talented like you, I really suck in sports :), especially in Music, the best I can do is to bang my table :). I have no choice but to eat books :( My first suggestion is that you complete your graduation while simultaneously pursuing your interests. You have done it before, and you can do it again. The reason I suggest this is that there is too much uncertainty in India and having a Degree from IIT can really be helpful if things don’t work out according to your plan. Keep it as your current plan B. If nothing, use the degree as a “brand”. Don’t opt for placement if you don’t want, try starting something of your own, if possible something for creative people like you. We certainly lack original storytellers, music-makers, movie-makers in India. Try starting something that can provide a platform for creative people like you. You mentioned that you had a very good GPA, so I would assume that at some point you do have some interest in some subjects. You are so young, you have entire life in front of you, you can always do it later if you wish. My second suggestion, if you find it just impossible to continue, then drop it. There is no point in pursuing something you find absolutely worthless in your life. I did some research about the school you have mentioned, though I found it to be legit, some of the courses are affiliated with IGNOU, please do some more research if you decide to join it. Though it is recognized by UGC, it is an open University, that could create some problem later (again, the “brand” image, especially for MBA/PGDM). For UPSC, the only music-related degree, that is valid is “Master of Music”, according to their official document [1], please do go through it, if you want to keep your options open which I strongly suggest again. It is a “Sarkari” work and they have very rigid rules about degrees. What I would suggest instead is, in case you drop-out, get a Bachelors degree in any subject of your choice (which is also good for Plan B) from Mumbai University or any other good University near your home,living among your family, and pursue your Master’s degree in Music, while doing your own thing, learning from personal music tutors, during Bachelors. Don’t care about age. You have a lot of time. We all have screwed up a lot of time figuring out things anyway, even the “settled” looking people. The only problem with creative career paths is that they are too idiosyncratic, but if it is your calling, pursue it by all means. There is a very interesting book about career paths, “So good they can’t ignore you”[2] . It is not run of the mill self-help book. It is written by a very sensible person and he has put a lot of effort and research into the book. I strongly suggest giving it a shot. If you happen to be in IIT Madras, I can lend you my copy. I can only wish you the best. Life is very complex, you study bioengineering, you know it better than most of us :). We all are just trying to figure it out. Just remember this… “Not all those who wander are lost.”, J.R.R. Tolkien (From his poem, “All that is gold does not glitter”) Footnotes[1] Page on upsc.gov.in[2] Why Skills Trump Passion in the Quest for Work You Love",0.999,Positive,5,0.011494252873563218,0,5
504,504,Indian-Institute-of-Technology-Madras-IITM,"How was Aerospace Engineering in MIT, Madras?",2,1,2/1,No,Followed,2019-08-10,https://www.quora.com/How-was-Aerospace-Engineering-in-MIT-Madras,"If you are asking how was aerospace engineering in MIT, it was pretty decent. The intake was in single digit in initial years later increased as years rolled out. The quality of faculties as well as students were good. Our faculties and seniors used us to tell that in every core industry, you can find 3–4 MITians out of 10. If you are asking how is aerospace engineering in MIT now, then I should say that it’s very pathetic. A course that is recognised as worthy, attractive, growing field by others but its so not true. If you believe that aero is cool then you should change your thoughts about it. In India aerospace engineers are hardly respected and recognised. ",0.8461,Positive,5,0.022988505747126436,1,5
505,505,Indian-Institute-of-Technology-Madras-IITM,How good is VIT from IIT Madras?,3,6,3/6,No,Followed,2020-05-05,https://www.quora.com/How-good-is-VIT-from-IIT-Madras,"One thing I have noticed in all such questions related to VIT being compared to top Institutes like IITs and BITS is that almost all of the answers and comments turn hostile towards VIT. And the reasons mentioned , Management quota.Crowd.Just some random kids who haven’t given their JEE yet saying negative stuff about the Institute.Let me address these things And before that, All IITians have my respect as they work their asses off to clear the exam and get into those institutes. And mind you, JEE is not a cakewalk or a funny game. VIT is not comparable to IITs. But why is everyone bashing VIT as i Continue ReadingOne thing I have noticed in all such questions related to VIT being compared to top Institutes like IITs and BITS is that almost all of the answers and comments turn hostile towards VIT. And the reasons mentioned , Management quota.Crowd.Just some random kids who haven’t given their JEE yet saying negative stuff about the Institute.Let me address these things And before that, All IITians have my respect as they work their asses off to clear the exam and get into those institutes. And mind you, JEE is not a cakewalk or a funny game. VIT is not comparable to IITs. But why is everyone bashing VIT as if it is a useless Institute without even knowing about it. Why do you look only at the negatives. Please change that attitude that you have towards us and if you’re not interested in joining VIT, just don’t. Students having higher ranks pay higher fees and that amount is a lot, I agree. But that doesn’t mean ki all of us are like that. There are intelligent students here too. I’m not saying that if there are 500 students, all of them are great.Crowd is definitely high here.And kids who are commenting about VIT being a cheap college and only gives seats for rich people, grow up. If you couldn’t clear the exam, try again. If you feel like this exam is a fraud and it gives ranks based on parents income, then don’t even attempt it as it might be a waste of your valuable time and money and you would rather get into any other Institute than here.There are quality students and great opportunities even here and it has not been randomly picked up to be one of the top institutes in our country. If you’re not getting into IITs, BITS and top NITs, VIT is the next best option. VIT is great in many ways but seems like no one is interested in that stuff so I’m going to spare myself from another irritating situation. Any opinions, please do leave them in the comments and I request you to not begin bashing the Institute again. The questions asked here on quora might have been asked for clarification. So maybe try not to answer sarcastically, and IITians, not all of us can crack JEE to get into IIT’s. You guys are the top minds of the country and I just can’t see these kind of answers coming from you guys. How good is Vit compared to IIT? I believe that a good answer might be “It isn’t”. ",0.9966,Positive,5,0.034482758620689655,1,5
506,506,Indian-Institute-of-Technology-Madras-IITM,How good is VIT from IIT Madras?,3,6,3/6,No,Followed,2020-05-05,https://www.quora.com/How-good-is-VIT-from-IIT-Madras,Vellora institute of tati ,0.0,Neutral,3,0.034482758620689655,1,3
507,507,Indian-Institute-of-Technology-Madras-IITM,What is Smail in IIT Madras?,2,3,2/3,No,Followed,2019-08-09,https://www.quora.com/What-is-Smail-in-IIT-Madras,"Smail stands for Student mail in IIT Madras. Once you are admitted into IITM you will be provided with a Roll no which includes your branch, year of admission student type(btech, mtech, ms etc.). Along with this you will be given a email account, e.g. rollno @smail.iitm.ac.in , here you will be getting email for all announcement regarding academics, fests, feedbacks, seminars etc. You can login your smail in gmail itself. With smail you'll be blessed with 5TB of Google drive storage also. Note: Do use your smail for official works, things gets easier and quick. I hope answer fulfills what you aske Continue ReadingSmail stands for Student mail in IIT Madras. Once you are admitted into IITM you will be provided with a Roll no which includes your branch, year of admission student type(btech, mtech, ms etc.). Along with this you will be given a email account, e.g. rollno @smail.iitm.ac.in , here you will be getting email for all announcement regarding academics, fests, feedbacks, seminars etc. You can login your smail in gmail itself. With smail you'll be blessed with 5TB of Google drive storage also. Note: Do use your smail for official works, things gets easier and quick. I hope answer fulfills what you asked. ",0.9618,Positive,5,0.022988505747126436,1,5
508,508,Indian-Institute-of-Technology-Madras-IITM,What is Smail in IIT Madras?,2,3,2/3,No,Followed,2019-08-09,https://www.quora.com/What-is-Smail-in-IIT-Madras,‘smail' is the student mail address system where you receive mails pertaining to activities or events happening in the campus. ,0.0,Neutral,3,0.022988505747126436,1,3
509,509,Indian-Institute-of-Technology-Madras-IITM,What JEE rank must be needed to enter into IIT Madras (2019)?,5,1,5/1,Yes,Followed,2019-08-14,https://www.quora.com/What-JEE-rank-must-be-needed-to-enter-into-IIT-Madras-2019,Top 100 rank if you want to get into good branches like COMPUTER IF you end up in top 300 it would be easy to get into IIT MADRAS ,0.8807,Positive,5,0.05747126436781609,1,5
510,510,Indian-Institute-of-Technology-Madras-IITM,How are shops setup in IITM?,1,1,1/1,No,Followed,2019-08-08,https://www.quora.com/How-are-shops-setup-in-IITM,"There is a shop named “prime mart” near Himalaya mess where you can buy any thing related to stationeries, house hold goods like mattress, pillows, bed sheets blankets, packed sweet items, ice creams. ear phones and power banks. Then if you are looking for food items there is a vegetarian restaurant which is opened 24 hours, non veg restaurent “zaitoon”, and “Cool biz”. ",0.4588,Positive,4,0.011494252873563218,0,4
