,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
736,Vellore-Institute-of-Technology-Vellore,What percentage should I get in the board exams in 2020 to get CSE in VIT?,5,3,5/3,No,Followed,2020-07-11,https://www.quora.com/What-percentage-should-I-get-in-the-board-exams-in-2020-to-get-CSE-in-VIT,"Thanks for A2A. I am getting many requests regarding this. Brothers and sisters this is a complete new process due to lockdown and affect of Covid-19. None of us know the process exactly. Only the university have idea regarding this, so asking such questions won't be helping you. I know it's harsh but can't help since the situation is like that and no one has clue what's going to happen. So it's better to wait and let the ranking come. After you get the rank than only you can decide. If you have any query, mail the authorities. For now, what I can say a cumulative grading will be done on the basi Continue ReadingThanks for A2A. I am getting many requests regarding this. Brothers and sisters this is a complete new process due to lockdown and affect of Covid-19. None of us know the process exactly. Only the university have idea regarding this, so asking such questions won't be helping you. I know it's harsh but can't help since the situation is like that and no one has clue what's going to happen. So it's better to wait and let the ranking come. After you get the rank than only you can decide. If you have any query, mail the authorities. For now, what I can say a cumulative grading will be done on the basis of Boards marks and JEE MAIN marks. So, ranking will be on the basis of that. Same strategy VIT followed for M.Tech admission this year. People who cleared GATE exam and have good CGPA in B.Tech have good rank in VITMEE. So, same criteria will be followed for B.Tech people. So keep patience and wait for rankings. Hope it helps! All the best. Stay safe and maintain proper social distance and follow the guidelines by GOI. "
737,Vellore-Institute-of-Technology-Vellore,I got 947 marks in IPE Andhra Pradesh. My JEE Main January score is 93. What are the chances of getting CSE in VIT Vellore?,7,3,7/3,No,Followed,2020-07-11,https://www.quora.com/I-got-947-marks-in-IPE-Andhra-Pradesh-My-JEE-Main-January-score-is-93-What-are-the-chances-of-getting-CSE-in-VIT-Vellore,"Hey There, You wont be able to get Vellore Campus,because a much higher score in the IPE/Boards is required to at least get a seat in the lower branches of Vellore Campus. Definitely yes.You have the chance to make it,but will obtain a lower branch in either Chennai or Bhopal campus,which are the best after Vellore campus Scenarios will still change and we do not know how the Board % will be evaluated and used for admission prospects. The campus prospects are my personal opinion and the authorities still hold the cards for the admission I hope this cleared your query.For any more questions please d Continue ReadingHey There, You wont be able to get Vellore Campus,because a much higher score in the IPE/Boards is required to at least get a seat in the lower branches of Vellore Campus. Definitely yes.You have the chance to make it,but will obtain a lower branch in either Chennai or Bhopal campus,which are the best after Vellore campus Scenarios will still change and we do not know how the Board % will be evaluated and used for admission prospects. The campus prospects are my personal opinion and the authorities still hold the cards for the admission I hope this cleared your query.For any more questions please drop a line. I will try to answer as many as I can. Looking forward to seeing you at VIT Cheers and best of luck "
738,Vellore-Institute-of-Technology-Vellore,I got 947 marks in IPE Andhra Pradesh. My JEE Main January score is 93. What are the chances of getting CSE in VIT Vellore?,7,3,7/3,No,Followed,2020-07-11,https://www.quora.com/I-got-947-marks-in-IPE-Andhra-Pradesh-My-JEE-Main-January-score-is-93-What-are-the-chances-of-getting-CSE-in-VIT-Vellore,"As JEE Mains percentile will be given weightage, so can't say currently regarding consolidated outcome from board and JEE mains percentile. You should hang tight for the rankings they discharge, and how much weightage is given to board marks and JEE marks. But as per my knowledge you wont be able to get Vellore Campus,in 1st or 2nd category because a much higher score in the IPE/Boards is required to at least get a seat in the lower branches in category 1 at Vellore Campus. All the best!! "
739,Vellore-Institute-of-Technology-Vellore,"How are the faculties at VIT University for an MTech in VLSI design? Do they guide in doing the lab works, learning new software, or do we have to learn them on our own?",0,1,0/1,No,Requested,2020-07-11,https://www.quora.com/How-are-the-faculties-at-VIT-University-for-an-MTech-in-VLSI-design-Do-they-guide-in-doing-the-lab-works-learning-new-software-or-do-we-have-to-learn-them-on-our-own,"VIT VLSI has very good lab Infrastructure.. you have industry standard tools by Cadence, Synopsis, Mentor Graphics & also multiple FPGA boards of Xilinx & Altera.. Obviously teachers will guide to learn the tools but it's you who has to spend long hours in lab to truly learn them in depth so that later in industry you don't face any problem.. Hope this helps "
740,Vellore-Institute-of-Technology-Vellore,"I have got 98.2% in my 12th boards and 85.8% in the JEE Main. Will I get admission in VIT Vellore? If yes, in which category?",3,3,3/3,No,Followed,2020-07-11,https://www.quora.com/I-have-got-98-2-in-my-12th-boards-and-85-8-in-the-JEE-Main-Will-I-get-admission-in-VIT-Vellore-If-yes-in-which-category,"Hey There, Definitely yes.You have a chance to make it,but your JEE score might cause some trouble.Congratulations on obtaining a good Boards % I cannot wholeheartedly by sure, about the branch or Category,to which you will be admitted in Note that JEE score is not at all mandatory for admission prospects.You can continue,by submitting the board marks alone Scenarios will still change and we do not know how the Board % and JEE score will be evaluated and used for admission prospects.Vellore campus is what everyone is eyeing I hope this cleared your query.For any more questions please drop a line. I Continue ReadingHey There, Definitely yes.You have a chance to make it,but your JEE score might cause some trouble.Congratulations on obtaining a good Boards % I cannot wholeheartedly by sure, about the branch or Category,to which you will be admitted in Note that JEE score is not at all mandatory for admission prospects.You can continue,by submitting the board marks alone Scenarios will still change and we do not know how the Board % and JEE score will be evaluated and used for admission prospects.Vellore campus is what everyone is eyeing I hope this cleared your query.For any more questions please drop a line. I will try to answer as many as I can. Looking forward to seeing you at VIT, Vaishu Cheers and best of luck "
741,Vellore-Institute-of-Technology-Vellore,"I have got 98.2% in my 12th boards and 85.8% in the JEE Main. Will I get admission in VIT Vellore? If yes, in which category?",3,3,3/3,No,Followed,2020-07-11,https://www.quora.com/I-have-got-98-2-in-my-12th-boards-and-85-8-in-the-JEE-Main-Will-I-get-admission-in-VIT-Vellore-If-yes-in-which-category,It’s very difficult to predict what will be the cutoff for admission in VIT this years. Nothing can be surely untill ranking are released. But I believe you have good chance of getting CSE in Chennai campus if not in Vellore in category 1 possibly. But still would say to wait for the ranks to come out. 
742,Vellore-Institute-of-Technology-Vellore,I'm a VIT aspirant this year and they canceled the VIT exam. Can you contact me?,1,1,1/1,No,Followed,2020-07-11,https://www.quora.com/Im-a-VIT-aspirant-this-year-and-they-canceled-the-VIT-exam-Can-you-contact-me,"Hi, VIT has cancelled the exam VITEEE. But they will accept +2 percentage as the entrance criteria, and if anyone who cleared JEE Mains will be given priority. So it all depends on 12th board marks. "
743,Vellore-Institute-of-Technology-Vellore,"Is it true that the VITEEE 2020 is cancelled, so now they are taking admission through the JEE Mains and boards?",4,2,4/2,No,Followed,2020-07-11,https://www.quora.com/Is-it-true-that-the-VITEEE-2020-is-cancelled-so-now-they-are-taking-admission-through-the-JEE-Mains-and-boards,"Yes, media sources like India today, NDTV, have confirmed of VITEEE has been cancelled.  The heading says the admission will be on the basis of 12th but if you read entire article on the Official website of VIT, they also mentioned about admitting through JEE as well.  Source:-  Vellore Institute of TechnologyEstablished in 1984 VIT University is a progressive educational institution that is dedicated to the pursuit of excellence.http://vit.ac.in You can get more information through their official website. In case one hasn't scored well for Boards but did score decent in JEE then he/she shall be eligible to take admission in institute. Thanks for reading👍🏻 "
744,Vellore-Institute-of-Technology-Vellore,"Is it true that the VITEEE 2020 is cancelled, so now they are taking admission through the JEE Mains and boards?",4,2,4/2,No,Followed,2020-07-11,https://www.quora.com/Is-it-true-that-the-VITEEE-2020-is-cancelled-so-now-they-are-taking-admission-through-the-JEE-Mains-and-boards,"Yes, VITEEE 2020 stands cancelled B.Tech. admission will be based on board marks in Physics, Chemistry and Mathematics/Biology. Those who scored in JEE Main will be given weightage. "
745,Vellore-Institute-of-Technology-Vellore,Why was the VITEEE cancelled? How do I get admission there?,3,4,3/4,No,Followed,2020-07-11,https://www.quora.com/Why-was-the-VITEEE-cancelled-How-do-I-get-admission-there,"Accoding to the current situation which we are stuck in, it is practiaclly not possible to conduct an exam and hence they decided to cancel the exam. As announced by VIT, you can look at admissions happening with consideration of +2 marks and JEE score. In this you can look at if two students have same % in boards, more score off JEE student getting the vacancy for seat of particular branch. "
746,Vellore-Institute-of-Technology-Vellore,Why was the VITEEE cancelled? How do I get admission there?,3,4,3/4,No,Followed,2020-07-11,https://www.quora.com/Why-was-the-VITEEE-cancelled-How-do-I-get-admission-there,"VITEEE is cancelled because they can not take this exam in this COVID 19 scenario. So this year admissions will be based on 12th board marks, and the ones with good JEE Mains percentile will be given weightage. Still applications are considered. The final rank will decide about the branch and fee structure. "
747,Vellore-Institute-of-Technology-Vellore,"Will VIT refund Rs 1150 which it had extorted for conducting VITEEE 2020 which it has cancelled recently? (Fun fact, VIT is still accepting application fees of Rs 1150 and the ranking would be on the basis of std 12 marks)",9,7,9/7,No,Followed,2020-07-13,https://www.quora.com/Will-VIT-refund-Rs-1150-which-it-had-extorted-for-conducting-VITEEE-2020-which-it-has-cancelled-recently-Fun-fact-VIT-is-still-accepting-application-fees-of-Rs-1150-and-the-ranking-would-be-on-the-basis-of-std-12-1,"Its cancelled only exam, admissions are going, who put the application they only considered for selection process. This type of unexpected situation never encountered. Only fee refund will come into picture only admissions cancelled as per my knowledge, In our childhood days in movie theater's a slide will be populated saying ticket amount will not be refunded if show stop's, they will be send for subsequent show.😃. Only entrance cancelled admission processes is going on and will be restricted to for those who applied for Vit exam in that case university can consider it as application for admiss Continue ReadingIts cancelled only exam, admissions are going, who put the application they only considered for selection process. This type of unexpected situation never encountered. Only fee refund will come into picture only admissions cancelled as per my knowledge, In our childhood days in movie theater's a slide will be populated saying ticket amount will not be refunded if show stop's, they will be send for subsequent show.😃. Only entrance cancelled admission processes is going on and will be restricted to for those who applied for Vit exam in that case university can consider it as application for admission. "
748,Vellore-Institute-of-Technology-Vellore,"Will VIT refund Rs 1150 which it had extorted for conducting VITEEE 2020 which it has cancelled recently? (Fun fact, VIT is still accepting application fees of Rs 1150 and the ranking would be on the basis of std 12 marks)",9,7,9/7,No,Followed,2020-07-13,https://www.quora.com/Will-VIT-refund-Rs-1150-which-it-had-extorted-for-conducting-VITEEE-2020-which-it-has-cancelled-recently-Fun-fact-VIT-is-still-accepting-application-fees-of-Rs-1150-and-the-ranking-would-be-on-the-basis-of-std-12-1,"Hey There, I am not exactly sure if examination fees are refundable,but as far as I know,there will be a great section of students & parents,who will demand in getting the exam fees refunded back,due to this unexpected scenario Also,the registeration for VITEEE hasn't stopped,even after the cancellation scenario.If more people apply,there will be a huge competition for seats Note that this is my personal opinion and there has not been an official press release,regarding the refund I hope this cleared your query.For any more questions please drop a line. I will try to answer as many as I can. Cheers Continue ReadingHey There, I am not exactly sure if examination fees are refundable,but as far as I know,there will be a great section of students & parents,who will demand in getting the exam fees refunded back,due to this unexpected scenario Also,the registeration for VITEEE hasn't stopped,even after the cancellation scenario.If more people apply,there will be a huge competition for seats Note that this is my personal opinion and there has not been an official press release,regarding the refund I hope this cleared your query.For any more questions please drop a line. I will try to answer as many as I can. Cheers. "
749,Vellore-Institute-of-Technology-Vellore,I have 90% in boards and I didn't appear for the JEE Mains. What are my chances of getting into VIT and under which category?,5,3,5/3,No,Followed,2020-07-24,https://www.quora.com/I-have-90-in-boards-and-I-didnt-appear-for-the-JEE-Mains-What-are-my-chances-of-getting-into-VIT-and-under-which-category,"Let us assume that there were 15 L students( Science Faculty) that appeared 12th exam across India, out of which 2 L wish to appear for medical. So there are around 13L, out of which 12,000 will go for IIT’s, 19,000 for NIT’s 1000 for IIIT and 20,000(assume) opt for science faculty Then there remains 12.5L students, here few would wish to go for hotel management, arts,NDA, BITS and would go for foreign universities. Let’s take their count as 50K So for rest 12L students, half of them will opt for best colleges in their own state (Few of them are Lovely Professional University, Amity university, D Continue ReadingLet us assume that there were 15 L students( Science Faculty) that appeared 12th exam across India, out of which 2 L wish to appear for medical. So there are around 13L, out of which 12,000 will go for IIT’s, 19,000 for NIT’s 1000 for IIIT and 20,000(assume) opt for science faculty Then there remains 12.5L students, here few would wish to go for hotel management, arts,NDA, BITS and would go for foreign universities. Let’s take their count as 50K So for rest 12L students, half of them will opt for best colleges in their own state (Few of them are Lovely Professional University, Amity university, Delhi University, College of Engineering Pune, College of Engineering Mumbai, VJTI, Manipal Univesity and so on) So, basically there are around 5–6L students who would wish for VIT vellore, whereas there are only 5000 seats( all branch included). Here the seats distribution would be based on category and management quota. Also, CBSE and most of states boards result are not out. As for now, 90% could be considered in top 1L , so there would be high chances of getting an admission in this college. All the best for your career and hope this helps you getting an insight and you choose what’s best for you:) "
750,Vellore-Institute-of-Technology-Vellore,I have 90% in boards and I didn't appear for the JEE Mains. What are my chances of getting into VIT and under which category?,5,3,5/3,No,Followed,2020-07-24,https://www.quora.com/I-have-90-in-boards-and-I-didnt-appear-for-the-JEE-Mains-What-are-my-chances-of-getting-into-VIT-and-under-which-category,"Board marks are compulsory for affirmation prerequisites. Higher the rate, higher possibilities for affirmation. JEE percentile can likewise be submitted (it isn't obligatory), to help affirmation possibilities. Definitely You have the chance to get a seat,but will obtain a branch in either Chennai, Amravati or Bhopal campus,due to the JEE. Do not be disheartened. Scenarios will still change and we do not know how the Board % and JEE score(January attempt) will be evaluated and used for admission prospects. "
751,Vellore-Institute-of-Technology-Vellore,"As VITEEE is cancelled, how many percentage in 12th boards do I require now to get CSE branch in VIT Vellore?",24,3,24/3,Yes,Followed,2020-07-25,https://www.quora.com/As-VITEEE-is-cancelled-how-many-percentage-in-12th-boards-do-I-require-now-to-get-CSE-branch-in-VIT-Vellore,"I would say that you need to ideally target 90% to be assured of a seat in CSE in category 1. This is because there are about 400–500 seats in category 1 (min. fees + merit) and since the number of applicants will vary depending on expectations. Earlier, there was a strong overlap in Advanced and Mains toppers with VITEEE toppers so the CSE seats were available upto 6000 VITEEE ranks but this time, I expect it to be very different. Most likely the competition will be between the top 1000–1500 applicants with the highest 12th std marks. Some of them will do well in IIT and Mains but the rest wil Continue ReadingI would say that you need to ideally target 90% to be assured of a seat in CSE in category 1. This is because there are about 400–500 seats in category 1 (min. fees + merit) and since the number of applicants will vary depending on expectations. Earlier, there was a strong overlap in Advanced and Mains toppers with VITEEE toppers so the CSE seats were available upto 6000 VITEEE ranks but this time, I expect it to be very different. Most likely the competition will be between the top 1000–1500 applicants with the highest 12th std marks. Some of them will do well in IIT and Mains but the rest will opt for VIT, SRM, MIT or BIT. Based on this, I feel 90% is a minimum for CSE. Having said that, you need to keep in mind that 12th std mark also includes state boards and Karnataka and Andhra board student will have a huge advantage as the top 20% scores average around 92–95%. So that is an uncertain factor for sure. "
752,Vellore-Institute-of-Technology-Vellore,"As VITEEE is cancelled, how many percentage in 12th boards do I require now to get CSE branch in VIT Vellore?",24,3,24/3,Yes,Followed,2020-07-25,https://www.quora.com/As-VITEEE-is-cancelled-how-many-percentage-in-12th-boards-do-I-require-now-to-get-CSE-branch-in-VIT-Vellore,"I would state that you have to in a perfect world objective 90% to be guaranteed of a seat in CSE in class 1. This is on the grounds that there are around 400–500 seats in class 1 (min. charges + merit) and since the quantity of candidates will differ contingent upon desires. Prior, there was a solid cover in Advanced and Mains clinchers with VITEEE clinchers so the CSE seats were accessible upto 6000 VITEEE positions however this time, I anticipate that it should be altogether different. In all probability the opposition will be between the best 1000–1500 candidates with the most elevated twel Continue ReadingI would state that you have to in a perfect world objective 90% to be guaranteed of a seat in CSE in class 1. This is on the grounds that there are around 400–500 seats in class 1 (min. charges + merit) and since the quantity of candidates will differ contingent upon desires. Prior, there was a solid cover in Advanced and Mains clinchers with VITEEE clinchers so the CSE seats were accessible upto 6000 VITEEE positions however this time, I anticipate that it should be altogether different. In all probability the opposition will be between the best 1000–1500 candidates with the most elevated twelfth sexually transmitted disease marks. Some of them will do well in IIT and Mains however the rest will pick VIT, SRM, MIT or BIT. In light of this, I feel 90% is a base for CSE. Having said that, you have to remember that twelfth sexually transmitted disease mark likewise incorporates state sheets and Karnataka and Andhra board understudy will have a gigantic bit of leeway as the top 20% scores normal around 92–95%. So that is a questionable factor without a doubt. "
753,Vellore-Institute-of-Technology-Vellore,Should we have to apply for the VITEEE exam for our Mains marks to get considered?,8,1,8/1,Yes,Followed,2020-07-11,https://www.quora.com/Should-we-have-to-apply-for-the-VITEEE-exam-for-our-Mains-marks-to-get-considered,"Hey There, It is mandatory to apply for the VITEEE,for your Board marks to be considered for admission purposes JEE Marks isn't a mandatory option to apply for admission I came to know,that the registeration process for appearing for the VITEEE hasn't stopped yet.They are supposed to block the process,so as to prevent huge competition for seats. Also,we aren't sure about the authorities refunding the exam fees back.An official press release regarding the matter hasn't been addressed I hope this cleared your query.For any more questions please drop a line. I will try to answer as many as I can. Cheers. "
754,Vellore-Institute-of-Technology-Vellore,Will VIT take admissions on the basis of board marks in 2021 also?,2,1,2/1,No,Followed,2020-07-11,https://www.quora.com/Will-VIT-take-admissions-on-the-basis-of-board-marks-in-2021-also,"It depends on the situation in 2021. Moreover 2020 admissions are not even over, why would they think of 2021 now! "
755,Vellore-Institute-of-Technology-Vellore,I got 950/1000 in my board. Can I get a seat in VIT Amaravati? Any branch (CSE more preferred).,0,2,0/2,No,Requested,2020-07-11,https://www.quora.com/I-got-950-1000-in-my-board-Can-I-get-a-seat-in-VIT-Amaravati-Any-branch-CSE-more-preferred,"Hey There, Definitely yes.You have a chance to make it,to either Vellore or Chennai campus. Do not just widen your hopes,only to Amravati campus.I understand,that is your preference I hope this cleared your query.For any more questions please drop a line. I will try to answer as many as I can. Looking forward to seeing you at VIT Cheers and best of luck "
756,Vellore-Institute-of-Technology-Vellore,"Thapar and VIT are already taking admission through class 12th percentage this year. Will the same happen to other engineering entrance exams like SRM, COMEDK, KIIT, AMRITA, BITS, etc.?",6,1,6/1,Yes,Followed,2020-07-11,https://www.quora.com/Thapar-and-VIT-are-already-taking-admission-through-class-12th-percentage-this-year-Will-the-same-happen-to-other-engineering-entrance-exams-like-SRM-COMEDK-KIIT-AMRITA-BITS-etc,"It is difficult to give exact answer to this question in view of increasing covid cases and containment zones across the country.As VIT which is a leading player in this exam's is cancelled the exam, then there is a fair chance that SRM and AMRITA also will cancel the exam, Amrita is giving admissions based on Jee and SAT score from previous year's, Coming to Comedk or Eamcet government's have to take decision considering various factors.As lot of college's which were they planned as Exam center's we're turned in quarantine center's, If one person in family got covid positive then the total family should be in quarantine, if some students are in that quarantine,in that case What is there situation? Various questions will arises, So there is a chances that all CET's get cancelled, lot of legal issues wil come into frame, We have to wait and see. "
757,Vellore-Institute-of-Technology-Vellore,"Will I get seat in VIT? My inter marks are 955/1000 , and I got pretty low percentile in Mains around 15-20 can I get seat in VIT because VITEEE is cancelled! This situation is killing me 😭!",11,2,11/2,Yes,Followed,2020-07-20,https://www.quora.com/Will-I-get-seat-in-VIT-My-inter-marks-are-955-1000-and-I-got-pretty-low-percentile-in-Mains-around-15-20-can-I-get-seat-in-VIT-because-VITEEE-is-cancelled-This-situation-is-killing-me,"I know absolutely nothing about VIT. I googled VIT. Is this an engineering university in India? Is it cancelled because of Covid-19? If so, proceed with the application. Your marks are excellent. Your 15–20 percentile does not compute with your marks. Is it acceptable to explain in a letter why your %ile is not as high as grades? Was their a reason that caused the low performance? I hope this works out for you. "
758,Vellore-Institute-of-Technology-Vellore,"Will I get seat in VIT? My inter marks are 955/1000 , and I got pretty low percentile in Mains around 15-20 can I get seat in VIT because VITEEE is cancelled! This situation is killing me 😭!",11,2,11/2,Yes,Followed,2020-07-20,https://www.quora.com/Will-I-get-seat-in-VIT-My-inter-marks-are-955-1000-and-I-got-pretty-low-percentile-in-Mains-around-15-20-can-I-get-seat-in-VIT-because-VITEEE-is-cancelled-This-situation-is-killing-me,"You will have to wait for the rankings they release, and how much weightage is given to board marks and jee marks. It will also depend how many people are applying for it and what are there ranking and marks, based on that rankings will be released. And only depending on ranking you can see what you will be able to get. "
759,Vellore-Institute-of-Technology-Vellore,"While preferring for masters in robotics/mechatronics, which university is better. VIT M.tech in mechatronics or Manipal M.tech in industrial automation?",1,1,1/1,No,Followed,2020-07-11,https://www.quora.com/While-preferring-for-masters-in-robotics-mechatronics-which-university-is-better-VIT-M-tech-in-mechatronics-or-Manipal-M-tech-in-industrial-automation,This correct answer is in Indian context: Since I have been researching about the Indian engineering curriculum and the corresponding demands of the engineering industry in India since last 10 years hence I correctly know the answer to this question. Such research based programs should not be running in India because there are NO such professionals in India to teach/research deeply about robotics/mechatronics. There are NO such companies in India. 
760,Vellore-Institute-of-Technology-Vellore,What will happen if the VITEEE is cancelled? Don't you think it is injustice for students preparing for entrance? Will I get a seat in biomedical engineering at 69% in 12th standard?,2,1,2/1,No,Followed,2020-07-11,https://www.quora.com/What-will-happen-if-the-VITEEE-is-cancelled-Dont-you-think-it-is-injustice-for-students-preparing-for-entrance-Will-I-get-a-seat-in-biomedical-engineering-at-69-in-12th-standard,"From a student perspective I feel this is wrong because not all boards give high marks and in VIT you get a branch based on the your rank so it is quite possible that a student with less marks get a bad rank because their board is not lenient in marking. I mean was not VITEEE result shady enough and not being questioned already that they had do this. Also is VIT returning the money collected for the form I mean atleast return the money they would have used to conduct the exam( I am not sure if they are returning it or not , let me know in the comments). Now what I feel would have been a viable solution is conducting an aptitude or affinity test for the branch of your liking. Like students give their branches of choice a then they remotely give a test to see which branch suits them the most. Followed by virtual counseling and finally when the corona situation ends then VIT can take a proper test in the campus to reaffirm branches for students who want to do a branch change "
761,Vellore-Institute-of-Technology-Vellore,Will the IISER aptitude test be cancelled like the VITEEE?,9,3,9/3,No,Followed,2020-07-16,https://www.quora.com/Will-the-IISER-aptitude-test-be-cancelled-like-the-VITEEE,"No. The IISERAT is the major channel for intake this year, and is scheduled to fill at least 75% of the seats. Filling through KVPY will not fill enough seats, as a good number of students who receive the KVPY fellowship are not interested to come to IISERs. JEE Advanced is in itself being delayed quite a bit. Further, it too is not a reliable test for filling seats at IISER, as people who give it are primarily interested to apply at IITs. Next, IISERs have announced an extension of the registration deadline for the IISERAT, after the announcement of postponement of multiple major competitive ex Continue ReadingNo. The IISERAT is the major channel for intake this year, and is scheduled to fill at least 75% of the seats. Filling through KVPY will not fill enough seats, as a good number of students who receive the KVPY fellowship are not interested to come to IISERs. JEE Advanced is in itself being delayed quite a bit. Further, it too is not a reliable test for filling seats at IISER, as people who give it are primarily interested to apply at IITs. Next, IISERs have announced an extension of the registration deadline for the IISERAT, after the announcement of postponement of multiple major competitive exams. This is a clear indication that the IISERAT will be postponed too, and they are hoping that any people who may have earlier been in two minds and had not registered, will register now for the test. Thus, I shall suggest that students should be ready to expect a postponement. A cancellation, as of now, is not one of the options they have in mind. I hope this helps. Edit: The IISERAT has been postponed indefinitely (date yet to be announced), and registration deadline has been extended to 16th August. Further, cutoff for boards has been reduced to 60% for General/OBC/OBC-NCL and 55% for the rest of the categories, unless the cutoff was lower earlier. I would assume that this is the last postponement for it. "
762,Vellore-Institute-of-Technology-Vellore,Will the IISER aptitude test be cancelled like the VITEEE?,9,3,9/3,No,Followed,2020-07-16,https://www.quora.com/Will-the-IISER-aptitude-test-be-cancelled-like-the-VITEEE,"@Anshuman Acharya He is an iiserite and after talking to him it seems that it is quite unlikely. Usually,the break up is 25% for kvpy 25% for jee adv and rest 50% are iiser iat. Now,coming to viteee,it's a private engg. university and their idea is to intake maximum student in this time of pandemic while an exam like jee is trying to conduct it later.IIser comes under mhrd and Nta comprises of iiser directors http://directors.So ,it's highly unlikely to do such a non uniform judgement for a govt. research institution.Yes,they can take some decisions but it'll be not an extreme decision or non un Continue Reading@Anshuman Acharya He is an iiserite and after talking to him it seems that it is quite unlikely. Usually,the break up is 25% for kvpy 25% for jee adv and rest 50% are iiser iat. Now,coming to viteee,it's a private engg. university and their idea is to intake maximum student in this time of pandemic while an exam like jee is trying to conduct it later.IIser comes under mhrd and Nta comprises of iiser directors http://directors.So ,it's highly unlikely to do such a non uniform judgement for a govt. research institution.Yes,they can take some decisions but it'll be not an extreme decision or non uniform as such. Let's see,what happens. Extending scb applications till july is not an indication of cancellation but postponement. Corona is on high rise and situation is terrible so let's hope for the best. "
763,Vellore-Institute-of-Technology-Vellore,"As the VITEEE cancelled, will the BITSAT 2020 also get cancelled?",12,1,12/1,Yes,Followed,2020-07-15,https://www.quora.com/As-the-VITEEE-cancelled-will-the-BITSAT-2020-also-get-cancelled,"No,I think they will not cancel BITSAT..May be they will conduct exam near to the dates of JEE MAIN.(September) As Vellore have also cancelled exam for M.Tech also(VITMEE).Our admission was purely based upon GATE Score and B.Tech Percentage (Upto Pre-final) B.Tech Admission is purely based upon 12th marks. If Situations(COVID-19) will get worsen then they may not conduct BITSAT exam. "
764,Vellore-Institute-of-Technology-Vellore,What will be the cutoff for VIT as they have decided to consider the JEE Main and boards score?,6,1,6/1,Yes,Followed,2020-07-10,https://www.quora.com/What-will-be-the-cutoff-for-VIT-as-they-have-decided-to-consider-the-JEE-Main-and-boards-score,I can’t say much about the cutoff as the exam hasn’t been conducted yet. But the weightage of VITEEE marks will definitely decrease as they are would be giving weightage to JEE Mains marks and 12th board marks. Hope this helps 
765,Vellore-Institute-of-Technology-Vellore,"Now VIT is cancelled. If all the students want computer science as his/her stream, then does the college prefer it or not?",6,1,6/1,Yes,Followed,2020-07-10,https://www.quora.com/Now-VIT-is-cancelled-If-all-the-students-want-computer-science-as-his-her-stream-then-does-the-college-prefer-it-or-not,"VIT is not cancelled, VITEEE is cancelled. College will not be hearing everyone's preference. It will all be according to rank. Lower ranker people will be considered first and will be given their preference. You need less than 5k rank to get CSE in Vellore campus in category 1. "
766,Vellore-Institute-of-Technology-Vellore,"Will I get a seat in VLSI in Vellore or Chennai with a rank of 1,295?",0,1,0/1,No,Requested,2020-07-10,https://www.quora.com/Will-I-get-a-seat-in-VLSI-in-Vellore-or-Chennai-with-a-rank-of-1-295,"Please read this for understanding Rank importance, Neeraj Wadekar's answer to Will the VITMEE rank for VLSI go high due to this pandemic? You can hope a VLSI seat in either campus. Hope you get your dream branch All the best for future "
767,Vellore-Institute-of-Technology-Vellore,"Even VIT is unable to conduct the VITEEE with approx. 2 lakh aspirants, then do you think that NTA will conduct the JEE and NEET with over 25 lakhs aspirants?",12,4,12/4,No,Followed,2020-07-10,https://www.quora.com/Even-VIT-is-unable-to-conduct-the-VITEEE-with-approx-2-lakh-aspirants-then-do-you-think-that-NTA-will-conduct-the-JEE-and-NEET-with-over-25-lakhs-aspirants,"You have to think deeply. VITEEE is attempted by only 2 lakh students But JEE MAIN is written by almost every engineering aspirant across the country. How come the admissions to such prestigious institutions of the country like IIT s,NIT s take place without an entrance exam? And,not only IIT and NIT accept JEE score but also many other colleges throughout India ( even now VITEEE is cancelled and accepting JEE score) do accept it. It is really big deal to get students admitted through Board score as the level of them is extremely different and normalization procedure for state boards,CBSE,ICSE is e Continue ReadingYou have to think deeply. VITEEE is attempted by only 2 lakh students But JEE MAIN is written by almost every engineering aspirant across the country. How come the admissions to such prestigious institutions of the country like IIT s,NIT s take place without an entrance exam? And,not only IIT and NIT accept JEE score but also many other colleges throughout India ( even now VITEEE is cancelled and accepting JEE score) do accept it. It is really big deal to get students admitted through Board score as the level of them is extremely different and normalization procedure for state boards,CBSE,ICSE is even a heavy task. Even if you consider JEE JAN score, there are many people who haven't attempted and many more who can do better. Also,IIT s and NIT s have almost majority intellectual peer communities compared to others and all of them have cracked ONE OF the “Most toughest engineeting entrance exams in INDIA and probably ASIA"" Getting admissions through board marks and JEE percentile is NOT even FAIR. Because there are many students who are not well prepared for boards and first attempt of MAINS in January and can improve very much in second one. Considering Droppers,they have taken a major risk in their life of spending one more year to crack their dream exam and go to their dreamt IIT s. It is like throwing their dreams and effort into ashes. On a conclusion, VITEEE is a private entrance exam and is attempted by students of probably 4–5 states across India and no one would dare to take a drop year for such an exam. But, Most of the students can't even think of cancelling JEE MAIN and ADVANCED and getting admitted through Boards and PREVIOUS MAIN PERCENTILE … It is highly UNFAIR JEE must be and will be conducted some day. So, don't think much about it and just improve yourself as we have got a lot of extra time.We should feel LUCKY to get such a long time as we can sharpen our skills during these times. At the same time,we should also beware that this time cutoff might increase drastically. KEEP STUDYING ALL THE BEST "
