,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
1925,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What should freshers do at the BITS Pilani hostel?,13,4,13/4,No,Followed,2019-07-11,https://www.quora.com/What-should-freshers-do-at-the-BITS-Pilani-hostel,"For me, living in a dorm at Bits Pilani for undergrad CS was a first. I had never before stayed in a hostel and was , frankly speaking, quite apprehensive. I’ll tell you about my experience. It may have varied slightly this year (2018). Once, you arrive on campus, usually 2 - 3 days before registeration day (its when we make our own timetables), you are supposed to visit the NAB(New Academic Block). There you get a couple of documents verified and you recieve a timetable manual with all the courses of the first semester of that year and a slip with your hostel and room no on it. At BITS Pilani, a Continue ReadingFor me, living in a dorm at Bits Pilani for undergrad CS was a first. I had never before stayed in a hostel and was , frankly speaking, quite apprehensive. I’ll tell you about my experience. It may have varied slightly this year (2018). Once, you arrive on campus, usually 2 - 3 days before registeration day (its when we make our own timetables), you are supposed to visit the NAB(New Academic Block). There you get a couple of documents verified and you recieve a timetable manual with all the courses of the first semester of that year and a slip with your hostel and room no on it. At BITS Pilani, all fresher dorms are doubles, unless you happen to be quite lucky (in my opinion) and don’t have a roommate for whatever reason. Now for most people, the first and probably the most obvious question that comes to mind is “Who’s gonna be my roommate?”. Of course, at BITS Pilani, the occupants of each double room (for freshers) is completely random and you have no option of knowing who your roommate is before hand. Anyway, after you recieve those documents, you can either go for the remaining verification where you submit your certificates or visit your dorm room. There, you fill your details in a record book and thats it. After you ‘re done with everything (official stuff), you have to buy set up your room. Stuff like a mattress, bucket, etc. All of this is available at the Akshay Supermarket on campus. For the next day or two, you’ll just be attending orientations on various topics which I found pretty interesting. Currently, there is one hostel which is exclusively for freshers. Its actually a temporary hostel from what I’ve heard with wooden walls. But its pretty good and will be always be my favourite hostel. The hostel is the centre of most activities for a student on campus. You relax, socialize, study and play there. I feel its pretty important to set your priorities early on (how long you’re going to study, how can many clubs you’re going to join…) so that you can enjoy your new found freedom with your friends. Of course, many people misuse that freedom and regret it later. So its better not to get too carried away. At the time of writing this answer, the 2018 freshers batch is already on campus. Hope to see the rest of you on campus! "
1926,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What are the branch-wise cutoffs for the 5th iteration of BITS Pilani?,44,1,44/1,Yes,Followed,2019-07-19,https://www.quora.com/What-are-the-branch-wise-cutoffs-for-the-5th-iteration-of-BITS-Pilani, This picture shows 2018 5th iteration cutoffs. Source - www.bitsadmission.com 
1927,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can I get an MSc in biological science at BITS Pilani with a score of 247?,9,1,9/1,Yes,Followed,2018-08-08,https://www.quora.com/Can-I-get-an-MSc-in-biological-science-at-BITS-Pilani-with-a-score-of-247,Trust me you'll get it at Hyderabad after 6th iteration. Cutoff can drop by 10 marks. Currently it is 253. -A fellow BITSian :-) 
1928,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can MP board students get admission in BITS Pilani?,1,1,1/1,No,Followed,2018-08-02,https://www.quora.com/Can-MP-board-students-get-admission-in-BITS-Pilani,"Definitely, if they get a good Score in BITSAT. No state in restricted. "
1929,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What are the qualifying marks to get a seat in BITS Pilani in 2018?,10,4,10/4,No,Followed,2018-08-04,https://www.quora.com/What-are-the-qualifying-marks-to-get-a-seat-in-BITS-Pilani-in-2018,"It is 253 for Msc bio for BE it must be in 260s and for B.pharma its 177 I believe ,these are all for Hyderabad campus . "
1930,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What are the qualifying marks to get a seat in BITS Pilani in 2018?,10,4,10/4,No,Followed,2018-08-04,https://www.quora.com/What-are-the-qualifying-marks-to-get-a-seat-in-BITS-Pilani-in-2018,It depends on the following; WHICH CAMPUSWHICH BRANCH
1931,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is better for a JEE repeater: a 4-year B.Tech course at VIT Vellore or a 5-year dual degree (CS and math/economics) at BITS Pilani?,5,2,5/2,No,Followed,2018-08-02,https://www.quora.com/What-is-better-for-a-JEE-repeater-a-4-year-B-Tech-course-at-VIT-Vellore-or-a-5-year-dual-degree-CS-and-math-economics-at-BITS-Pilani,"5year dual degree at bits Pilani. See in India most of the engineers (90% including IITIANs ) are not core engineers in reality , they got degree but not an interest in engineering , first decide your KICK (find area of interest), if compromising then Doing graduation from DU or any University campus is better than doing engineering. Most of the engineers after engineering decide to prepare for CSE or any Govt. Exam and that time again you have to start from 1st step , so be clear about your AIM, this was my opinion. Now coming to your point :- BITS is better than VIT , also VIT is much expe Continue Reading5year dual degree at bits Pilani. See in India most of the engineers (90% including IITIANs ) are not core engineers in reality , they got degree but not an interest in engineering , first decide your KICK (find area of interest), if compromising then Doing graduation from DU or any University campus is better than doing engineering. Most of the engineers after engineering decide to prepare for CSE or any Govt. Exam and that time again you have to start from 1st step , so be clear about your AIM, this was my opinion. Now coming to your point :- BITS is better than VIT , also VIT is much expensive than BITS. In engineering IT & CS engineers are highly paid , mechanical engineering and electrical engineering students get JOB but quit on less packages than CS and IT. All subjects requires better understating of mathematics too , if you are good at Mathematics then go for CS/Math/Economics. UP coming era will be of a Gamut of computer /IT engineers as everything is going to be automated , AI will govern everything so you can enjoy the same. As per my opinion being something is worst than nothing , try to become best in your subject so that world can ask for your suggestions and follow your advise .but if you can't be best then try to become better or good so that you can command your subject. if not willing to do so then choose graduation from good universities or any of degree collage and prepare for CSE or Govt. Jobs it will be best option. best of luck. "
1932,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is better for a JEE repeater: a 4-year B.Tech course at VIT Vellore or a 5-year dual degree (CS and math/economics) at BITS Pilani?,5,2,5/2,No,Followed,2018-08-02,https://www.quora.com/What-is-better-for-a-JEE-repeater-a-4-year-B-Tech-course-at-VIT-Vellore-or-a-5-year-dual-degree-CS-and-math-economics-at-BITS-Pilani,Simple Answer is 5 year Dual Degree with Maths/Eco plus CSE… Once you are in BITS you will feel the difference. 
1933,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which option is better, BITS Pilani Manufacturing or GCOEARA Computer Engineering, Pune?",2,1,2/1,No,Followed,2018-08-01,https://www.quora.com/Which-option-is-better-BITS-Pilani-Manufacturing-or-GCOEARA-Computer-Engineering-Pune,"An all India renowned college vs a local college , do the math, just kidding, yes CSE is far far far better than manufacturing but the flexibility one gets in BITS pilani is unmatched in this country, here anyone can learn anything. So unless and until you are pretty damn sure about CSE , in that case only GCOEARA is advisable and that too not even that much, come to BITS, enjoyment awaits you "
1934,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Will there be a 6th iteration for BITS, as I understand a lot of students did not report on the 30th of July?",22,2,22/2,Yes,Followed,2019-07-26,https://www.quora.com/Will-there-be-a-6th-iteration-for-BITS-as-I-understand-a-lot-of-students-did-not-report-on-the-30th-of-July,"There is no 6th iteration. For those who haven't reported on 30th and have reported on the registration morning and have registered somehow, it's fine. For those who haven't registered, there is a late registration deadline. "
1935,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Will there be a 6th iteration for BITS, as I understand a lot of students did not report on the 30th of July?",22,2,22/2,Yes,Followed,2019-07-26,https://www.quora.com/Will-there-be-a-6th-iteration-for-BITS-as-I-understand-a-lot-of-students-did-not-report-on-the-30th-of-July,It seems there will be a 6th iteration on 8th August 2018. ALL THE VERY BEST ! 
1936,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Should I join CSE in IIIT Una or Civil in BITS Pilani? I have interest in coding though. I'm thinking of doing coding alongside civil. What should I do?,1,3,1/3,No,Followed,2018-08-01,https://www.quora.com/Should-I-join-CSE-in-IIIT-Una-or-Civil-in-BITS-Pilani-I-have-interest-in-coding-though-Im-thinking-of-doing-coding-alongside-civil-What-should-I-do,"Hey!!! U have already said that u have an interest in programming. If I am to be very honest, new iiits don't even stand in front of bits Pilani. These iiits are new, yet to fully develop, placements will take time to improve. I believe that there should be a par between college and branch. But situation here is a bit difficult. If I were in ur place, I would have opted for BITS Pilani civil( assuming fee is not a concern) over IIIT una. Bits is a ryt institution for u because of the numerous flexibilities provided . U want to study cs and programming, take programming courses as ur electives. U  Continue ReadingHey!!! U have already said that u have an interest in programming. If I am to be very honest, new iiits don't even stand in front of bits Pilani. These iiits are new, yet to fully develop, placements will take time to improve. I believe that there should be a par between college and branch. But situation here is a bit difficult. If I were in ur place, I would have opted for BITS Pilani civil( assuming fee is not a concern) over IIIT una. Bits is a ryt institution for u because of the numerous flexibilities provided . U want to study cs and programming, take programming courses as ur electives. U will have ample opportunities there. Plus the overall personality development u will get in bits is far more important because that will shape who u are. So in my view , U should join bits pilani. If u choose bits, feel free to contact me. CHILL!! ❤ "
1937,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Should I join CSE in IIIT Una or Civil in BITS Pilani? I have interest in coding though. I'm thinking of doing coding alongside civil. What should I do?,1,3,1/3,No,Followed,2018-08-01,https://www.quora.com/Should-I-join-CSE-in-IIIT-Una-or-Civil-in-BITS-Pilani-I-have-interest-in-coding-though-Im-thinking-of-doing-coding-alongside-civil-What-should-I-do,"Thanks for A2A. If you are interested in coding then take dual degree instead of civil in Pilani. Taking dual degree in maths , economics, physics or even if you are interested in Bio, is like you are getting one more chance to pursue your dream of becoming an computer engineer from BITS. On first year's CGPA you get chance to choose your engineering major. If you get around 8.5 CGPA in your 1st year then you will definitely get CS in Pilani campus. And I am sure getting 8.5 CGPA is not that tuff if you are focused. "
1938,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,How hard is it to upgrade from BE chemical to BE CS after the first year in BITS Goa?,15,2,15/2,Yes,Followed,2018-08-06,https://www.quora.com/How-hard-is-it-to-upgrade-from-BE-chemical-to-BE-CS-after-the-first-year-in-BITS-Goa,"Thanks for A2A. If you are determined and feel you can be 1st or 2nd ranker in your class then you can be sure of getting CS in BITS. Otherwise if you are actually interested in studying CS then go for their 5 year dual degree course. It's like back door entry for CS aspirants. If you take dual degree course then chances of getting CS is very very high, as institute has allocated good no of CS seats for dualities. "
1939,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,How hard is it to upgrade from BE chemical to BE CS after the first year in BITS Goa?,15,2,15/2,Yes,Followed,2018-08-06,https://www.quora.com/How-hard-is-it-to-upgrade-from-BE-chemical-to-BE-CS-after-the-first-year-in-BITS-Goa,Extremely hard. In all the 3 Campuses of BITS is is very tough to get a Branch change after 1st year. Unless you are right at the top. Especially CS Branch. 
1940,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What should I choose between NSIT ECE and BITS Pilani chemical?,5,2,5/2,No,Followed,2018-08-01,https://www.quora.com/What-should-I-choose-between-NSIT-ECE-and-BITS-Pilani-chemical,"It depends on your interest, I am now a bitsian and can tell you taking bits is not regretable at all but field wise ECE is much better then chemical and also the return on investment is much good in ECE then in chemical, but flexibility provided in BITS is unmatched , anyone can learn anything . So unless and until you are pretty damn sure about ECE , only in that case take NSIT, or BITS pilani welcomes you. "
1941,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What should I choose between NSIT ECE and BITS Pilani chemical?,5,2,5/2,No,Followed,2018-08-01,https://www.quora.com/What-should-I-choose-between-NSIT-ECE-and-BITS-Pilani-chemical,"If you are really interested in chemical , then go for it in pilani. If you are taking it because you are not getting any other branch then leave. Nsit and bits have same placement opportunities. I would suggest go for Nsit Ece it is one of the best in india after top 2 iits. Here in Nsit faculty focuses more on analog , which is a very big advantage. Curriculum is also very good here you will study most of the gate and Ese subjects . Here you wont have to study elective subjects just like any other college again an advantage. Join Nsit and join code blocks/coding Ninja to improve your program Continue ReadingIf you are really interested in chemical , then go for it in pilani. If you are taking it because you are not getting any other branch then leave. Nsit and bits have same placement opportunities. I would suggest go for Nsit Ece it is one of the best in india after top 2 iits. Here in Nsit faculty focuses more on analog , which is a very big advantage. Curriculum is also very good here you will study most of the gate and Ese subjects . Here you wont have to study elective subjects just like any other college again an advantage. Join Nsit and join code blocks/coding Ninja to improve your programming skills. "
1942,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How are we supposed to select courses for the first semester at BITS Pilani? Are there electives, or do they start later?",4,1,4/1,Yes,Followed,2018-08-17,https://www.quora.com/How-are-we-supposed-to-select-courses-for-the-first-semester-at-BITS-Pilani-Are-there-electives-or-do-they-start-later,"To my knowledge (or you can say in our time), in the very first and second semester you do not select courses, courses are given by default by the Institute. Since, first semester is common for all. Electives can be taken from second year onwards but that to depends on the availability of seats in the course as you get some preference number during your registration and good courses or CG making courses are taken by students having preference number of 1 to 100. Rest depends on your luck. "
1943,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is the process for getting our own timetable at BITS Pilani?,11,1,11/1,Yes,Followed,2018-08-03,https://www.quora.com/What-is-the-process-for-getting-our-own-timetable-at-BITS-Pilani,"You will receive a booklet. It has details about the faculty, the courses taught in the semester, and the section numbers allotted to the courses various faculty, the room numbers where the classes will be held, and the timings too: basically, all the info you need to choose your faculty. You can make your own timetable. You also have been allotted a PR number. During registration, you’ll go to the IPC, and you’ll be allowed to enter it according to the PR number. Once you enter the room, you’ll be allotted a PC and there’ll be volunteers explaining everything. The process is very simple, you don’t need to prepare for it at all! But, I’ll still explain it to you. You log in. You enter course number. Then the section number of the lecture you prefer. You’ll be shown your timetable. Then you’ll enter the section number for your tutorials. Again, you’ll be shown the timetable. This will continue till you have filled up all your tutorials and lectures numbers. In case there are clashes, you’ll be told to change the clashing numbers. Once you have a clash-free timetable, you’ll be prompted to make sure these are the numbers you agree upon: or you can still make changes. Once you are sure, you’ll exit, and will be given the registration card filled up with the numbers to sign. You can copy the numbers so that you can write down your time table later. PS: The real process is easier to understand on-the-spot, rather than reading my answers. And the volunteers will be very helpful. Special Tips: Compared to the lecture sections, its the tutorial sections which have more priority in making time table. No one bothers with whose lectures you attend. You may attend all the lecturers’ lectures, if you want.Make sure you quickly fill up the sections, else they make filled up quickly!"
1944,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is there a chance that a seat in an MSc maths in BITS Pilani (any campus) will be available after the fifth iteration?,8,1,8/1,Yes,Followed,2018-08-01,https://www.quora.com/Is-there-a-chance-that-a-seat-in-an-MSc-maths-in-BITS-Pilani-any-campus-will-be-available-after-the-fifth-iteration,yes i have got a seat in bits pilani pilani campus afer 5 th iteration I think the cutoff for msc maths in pilani campus is 303 i think three marks(306) less than previous year’s cutoff this fall can be justified because of lesser number of people getting above 300 this year as compared to last year similarly goa i think the cutoff is 290 and hyderabad is nearly 285 so there is a definite chance of getting msc maths at ay campus after 5th iteration if your score is above 285 cheers 
1945,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Is the Birla Institute of Technology a good college for a bright future, do BITS students get offers from foreign for jobs, and what is the fee structure for BITS?",23,3,23/3,Yes,Followed,2018-07-31,https://www.quora.com/Is-the-Birla-Institute-of-Technology-a-good-college-for-a-bright-future-do-BITS-students-get-offers-from-foreign-for-jobs-and-what-is-the-fee-structure-for-BITS,"I’ll give you the approximate statistics of my batch: the ones who started in 2006. There were >50000 students who sat for BITSAT. All of them were easily 80% or more scorers, and I dare say 80% was a good score in your 12th during our times. Out of these, only 1300 were selected. My batch also had board toppers of CBSE, ICSE, the local state boards: more than 20. The best part? NO RESERVATIONS*. If you’re a BITSian, then you’re automatically given the certificate that you are no ordinary Tom,Dick and Harry student: but a damn good ones by the people who know the true worth of BITS : like the IITi Continue ReadingI’ll give you the approximate statistics of my batch: the ones who started in 2006. There were >50000 students who sat for BITSAT. All of them were easily 80% or more scorers, and I dare say 80% was a good score in your 12th during our times. Out of these, only 1300 were selected. My batch also had board toppers of CBSE, ICSE, the local state boards: more than 20. The best part? NO RESERVATIONS*. If you’re a BITSian, then you’re automatically given the certificate that you are no ordinary Tom,Dick and Harry student: but a damn good ones by the people who know the true worth of BITS : like the IITians, and the NITians, for example. The faculty are also no pushovers: they go through a rigorous selection process and only the best are selected to teach us. Even the companies have to “run the gauntlet” before coming for placements. Why am I telling you this? So that you can appreciate that the students, faculty, even the companies that come here at BITS are not your average run-of-the-mill, but only genuine ones. And I’ll give you my example. I performed poorly at academics. It took me 7.5 years to graduate, that too without an engineering degree. I graduate with a CGPA of 5.45: a bloody five point someone. Yet I’m having a cool career. This is the power of BITSian tag, if you have achieved it by hard work. And so, I say, to your first and second part of your question: Is BITS a good college for a bright future? Yes! About the fee structure, please read through this link. BITSAT Fee Structure 2018 "
1946,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Is the Birla Institute of Technology a good college for a bright future, do BITS students get offers from foreign for jobs, and what is the fee structure for BITS?",23,3,23/3,Yes,Followed,2018-07-31,https://www.quora.com/Is-the-Birla-Institute-of-Technology-a-good-college-for-a-bright-future-do-BITS-students-get-offers-from-foreign-for-jobs-and-what-is-the-fee-structure-for-BITS,"Yes, of course BITS pilani is one of the best colleges you could possibly find in India. To be honest there is no difference between IIT and BITS. In fact there were more students selected in The Google Summer of Code, often abbreviated to GSoC from BITS than from IIT or any other college. The job opportunities, the internship opportunities and even opportunities related to foreign internships, jobs, and higher studies are equal. In the end it is completely on the student what kind of performance he/she gives or what kind of different skills he/she can develop whilst in college. Talking about b Continue ReadingYes, of course BITS pilani is one of the best colleges you could possibly find in India. To be honest there is no difference between IIT and BITS. In fact there were more students selected in The Google Summer of Code, often abbreviated to GSoC from BITS than from IIT or any other college. The job opportunities, the internship opportunities and even opportunities related to foreign internships, jobs, and higher studies are equal. In the end it is completely on the student what kind of performance he/she gives or what kind of different skills he/she can develop whilst in college. Talking about bright future, have a look at this : List of BITS alumni - Wikipedia Talking about fees structure please visit the following link : Birla Institute of Technology and Science, Pilani (BITS Pilani) Cheers ✌️ "
1947,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Should I study CSE at KIIT or B.Pharm at BITS Pilani Hyderabad campus? I don't have any issues with either subject.,3,1,3/1,No,Followed,2018-07-31,https://www.quora.com/Should-I-study-CSE-at-KIIT-or-B-Pharm-at-BITS-Pilani-Hyderabad-campus-I-dont-have-any-issues-with-either-subject,"A2A The comparative chances of placements are better with CSE than Pharmacy. If you are planning to go for the masters, then I would suggest you to crack GATE or BITSAT, join for masters in IITS/BITS/NIT. By this way you should gate even better salary. No doubt that the BITS is one of the finest institutes in India for Pharmacy students, and studying there is a dream of thousands! Most of the faculty’s are highly talented and extremely co-operative in teaching. B.Pharm at BITS allows students to study various interdisciplinary subjects covering many of the engineering subjects as well. At the time of the degree, Pharmacy graduate from BITS is multi-talented (my personal opinion). However, Pharmacy branch itself have issues with the placements. Moreover, B.Pharm won’t alone be sufficient to sustain longer in the Pharma industry. If you plan to study further abroad, it will be easy to get admission from with a BITS alumnus tag. I explained the pros and cons of both the institutes. "
1948,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Are BIT Mesra and BITS Pilani, the same?",1,4,1/4,No,Followed,2018-07-31,https://www.quora.com/Are-BIT-Mesra-and-BITS-Pilani-the-same,You got to be knave even to have asked the question. These are two different institutions. The story is that BIT Mesra was started after BITS Pilani refused to admit a candidate recommended by a member of Birla family. On being snubbed he vowed to start his own engineering college and started BIT Mesra. 
1949,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Are BIT Mesra and BITS Pilani, the same?",1,4,1/4,No,Followed,2018-07-31,https://www.quora.com/Are-BIT-Mesra-and-BITS-Pilani-the-same,"No, BIT Mesra and BITS Pilani are two different colleges which were established by two different organisations. Mesra is from the house of CK Birla group, Pilani is from the house of Aditya Birla Group. "
1950,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"I have already paid the first semester fees at Bits Pilani, Hyderabad and would like to withdraw my application and get my refund. what is the procedure?",3,1,3/1,No,Followed,2018-07-29,https://www.quora.com/I-have-already-paid-the-first-semester-fees-at-Bits-Pilani-Hyderabad-and-would-like-to-withdraw-my-application-and-get-my-refund-what-is-the-procedure,"The procedure is to not report at the campus which you were allotted , after that your seat will be automatically cancelled and in later days , in one week or two , 90% of your money will be given to you back. 10% money will be forfieted by you. Hope this helps. "
1951,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Who are the best faculty members for different subjects at BITS Pilani for a B.E. in Mechanical Engineering in the first year? I heard we have to make our own timetable at BITS.,2,4,2/4,No,Followed,2018-07-29,https://www.quora.com/Who-are-the-best-faculty-members-for-different-subjects-at-BITS-Pilani-for-a-B-E-in-Mechanical-Engineering-in-the-first-year-I-heard-we-have-to-make-our-own-timetable-at-BITS,"For Mathematics 1 and 2, I recommend either Mayank Goel or Himadri Mukherjee. You don't have to worry about making the timetable. For the first two semesters, you'll only be asked to pick a timetable from a set of prepared timetables. "
1952,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Who are the best faculty members for different subjects at BITS Pilani for a B.E. in Mechanical Engineering in the first year? I heard we have to make our own timetable at BITS.,2,4,2/4,No,Followed,2018-07-29,https://www.quora.com/Who-are-the-best-faculty-members-for-different-subjects-at-BITS-Pilani-for-a-B-E-in-Mechanical-Engineering-in-the-first-year-I-heard-we-have-to-make-our-own-timetable-at-BITS,"Firstly, the courses in 1st year are more or less same for ALL disciplines at BITS. About that timetable making process, please refer to my other answer. Don’t worry, my answer is pretty precise and simple. What is the process for getting our own timetable at BITS Pilani? Finally, about the faculty, I’m not the correct person to answer. I graduated more than 5 years ago, and I was but a really poor performer at BITS: 5.45 CGPA, you see. But don’t worry, all the info will be available with the your seniors: they’ll be happy to help. "
1953,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What will happen if Jeff Bezos buys BITS Pilani?,22,2,22/2,Yes,Followed,2018-07-31,https://www.quora.com/What-will-happen-if-Jeff-Bezos-buys-BITS-Pilani,"Jeff Bezos is a shrewd businessman. He invests when he's got money.He invests when he's got money he don't want to share with his fellow investors.He invests in something that has potential.He invests in something that has potential that he can make sense of it.Most important of them all, all businesses are made when the real contributors are undermined to 0. So, why would Jeff Bezos buy BITS Pilani? When he thinks he can check off all the above. "
1954,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What will happen if Jeff Bezos buys BITS Pilani?,22,2,22/2,Yes,Followed,2018-07-31,https://www.quora.com/What-will-happen-if-Jeff-Bezos-buys-BITS-Pilani,"It becomes JBITS, PILANI And the entrance exam is called JBITSAT "
1955,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How do we convert a minor in physics into an MSc in physics degree at the BITS Pilani, Hyderabad campus?",6,1,6/1,Yes,Followed,2018-07-30,https://www.quora.com/How-do-we-convert-a-minor-in-physics-into-an-MSc-in-physics-degree-at-the-BITS-Pilani-Hyderabad-campus,"No you can't. In minor you do 5 courses where as for msc you do, what, 15–16 courses. "
1956,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, BITS Pilani mechanical (main campus) or IIT Patna chemical?",3,5,3/5,No,Followed,2018-07-27,https://www.quora.com/Which-is-better-BITS-Pilani-mechanical-main-campus-or-IIT-Patna-chemical,Depends on which Branch you love. If you like Mechanical then join BITS PILANI. If you are passionate about Chemical the join IIT PATNA. If you are not having any Branch preference then join BITS PILANI because it is a much better College than IIT PATNA and moreover there is more scope for jobs and Higher Studies in Mechanical than Chemical. 
1957,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, BITS Pilani mechanical (main campus) or IIT Patna chemical?",3,5,3/5,No,Followed,2018-07-27,https://www.quora.com/Which-is-better-BITS-Pilani-mechanical-main-campus-or-IIT-Patna-chemical,"Your choice should completely depend upon which field are you interested in, irrespective of which institution you are going to perceive it from. BITS Pilani is the top private university in India and it has the potential to compete with IITs . So ultimately, they are on the same level (obviously IIT given the first preference) . But as I said, your interest for the particular field is what really matters. So I would advice you to take your time and figure out your interest. "
1958,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better overall, NIT Warangal or BITS Pilani Hyderabad Campus, only considering the placements from 2016 onwards?",17,1,17/1,Yes,Followed,2018-07-28,https://www.quora.com/Which-is-better-overall-NIT-Warangal-or-BITS-Pilani-Hyderabad-Campus-only-considering-the-placements-from-2016-onwards,Better in placement it's difficult to say as branch play important factor for placement irrespective of college. But u have not mentioned branch but if u 1. confused in cse then Nit warangal as average is 13.7 CTC but in bits Hyderabad it is 9.8 CTC . But for other branch I will recommend to join Nit warangal as preferred over Bits Hyderabad . So any branch just join Nit warangal. But if you're getting Cse in Bits Hyderabad & EEE /ME in Nit warangal then go to Bits Hyderabad. Some pics to reassure u. This of Bits Hyderabad——   And now Nit warangal—    At last choose wisely . Best of luck . If this is not sufficient just compare branch u are getting in both college on basis of placement. 
1959,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Being a B.Pharm student from BITS Pilani, how can I get a 10 LPA package?",7,1,7/1,Yes,Followed,2018-07-29,https://www.quora.com/Being-a-B-Pharm-student-from-BITS-Pilani-how-can-I-get-a-10-LPA-package,"Do well with your pharma courses , get good knowledge & cgpa . Sit for placement you get your 10 lpa or more.Do minor in finance ,get clear understanding of concepts & get placed more than 10 lpa .Do minor in data science,get clear understanding of concepts & get placed more than 10 lpa .If you have patience & interest go for higher education. You get much more than 10 lpa."
1960,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,How do people watch Hindi and English movies at BITS Pilani?,2,3,2/3,No,Followed,2018-07-25,https://www.quora.com/How-do-people-watch-Hindi-and-English-movies-at-BITS-Pilani,"Three options. Every student is given 3 GB internet daily. So you can stream movies using Amazon Prime and Netflix.You could use the P2P data transfer network on campus called DC++. It is regularly updated with not just movies but also music, TV shows and games.Film Club also screens latest movies in the auditorium three times a semester.Welcome to BPGC :) "
1961,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,How do people watch Hindi and English movies at BITS Pilani?,2,3,2/3,No,Followed,2018-07-25,https://www.quora.com/How-do-people-watch-Hindi-and-English-movies-at-BITS-Pilani,There is a ALLADIN KA CHIRAG known as DC++ it a very close part of our campus life. It contains all movies tv series games lots and lots more things you could think of. So I think your query is solved. 
1962,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, a CSE at RVCE or an EEE at BITS Pilani, Hyderabad?",12,7,12/7,No,Followed,2018-07-26,https://www.quora.com/Which-is-better-a-CSE-at-RVCE-or-an-EEE-at-BITS-Pilani-Hyderabad,"Hi, It really depends on your interest. So, go through the 4–5 years circullum of CSE and EEE of respective colleges and talk to seniors as well. If you are really interested in CSE, then go for RV college. If you have no specific interest, please go for BITS Hyderabad EEE. The reason is simple. All campuses of BITS are equivalent. BITS Administration has ensured this. Hyderabad campus (having completed 10 years) is well established. In fact, it's infrastructure (according to me) is better than Goa and Pilani campuses. Everything feels new and well planned. BITS Pilani is a university comparable  Continue ReadingHi, It really depends on your interest. So, go through the 4–5 years circullum of CSE and EEE of respective colleges and talk to seniors as well. If you are really interested in CSE, then go for RV college. If you have no specific interest, please go for BITS Hyderabad EEE. The reason is simple. All campuses of BITS are equivalent. BITS Administration has ensured this. Hyderabad campus (having completed 10 years) is well established. In fact, it's infrastructure (according to me) is better than Goa and Pilani campuses. Everything feels new and well planned. BITS Pilani is a university comparable to top IITs. It ranks in all prestigious rankings like THE, QS world and QS subject. Thus, it will give you better exposure, college life, Infrastructure, peer group, etc. than RV College. For further doubts, you can post on the Facebook group 'BITSAT Queries'. All the best. Cheers, "
